TIME,TRANSCRIPTION (SESOTHO),TRANSLATION (ENGLISH),NOTES,Notes
18:03-18:39,,,Repetition Could be omitted,
18:48-19:23,Kobo e entsoe ka boea ba linku tsa Lesotho,The blankets are made from the wool of Lesotho sheep. That is all I know and thank you,,
19:35-20:30,"Lesotho ke naha ea Khotso. 
 Morena Moshoeshoe e leng ena mothehi oa naha ea Lesotho ke ena ea ileng a theha","Lesotho is a land of Peace. 
 King Moshoeshoe who is the founder of the country and basotho nation is the one who wanted a peaceful country.",*Summarized,
20:30-21:30,"Khotso Lesotho. Khotso ke setlhare sa 
 Basotho,kaha khale Khotso e le teng Basotho ba phela ka eona. Basotho ke batho ban ang le lerato le Khotso ho batho boohle,e ka sitana le ho bahahlaoli.","Peace is the medicine of the Basotho people, since Peace has existed for a long time and the Basotho people live by it. 
 Basotho are spread peace to everyone including tourists. 
 Peace is something that King Moshoeshoe created between the black and white people when they were fighting in the past.",,
21:30-22:03,"Khotso ke ntho eo Morena Moshoeshoe a ileng a e bopa lipakeng tsa bath oba bats`o le ba basoeu Nakong eo ba neng ba loana Nakong tsa khale. Morena 
 Moshoeshoe o ne a etsa sena e le ho sebelisana `moho le batho ba bang,kaha o ne a sa batle lintoa,a batla secha se phele ka Khotso le kutloano,le lerato.","King Moshoeshoe did this to cooperate with other people, as he did not want wars, he wanted the nation to live in peace, harmony, and love",,
22:03-23:31,,,repetition,
23:31-23:50,"Mehleng ea khale Morena Moshoeshoe o ile a theha liboko tse fapaneng tsa Basotho.
  Ea ba hape o bopa le meetlo e fapaneng ho ea ka liboko tsena. 
 Sena se bolela hore re le Basotho rena le meetlo le liboko tse fapaneng,e le ho hlalohanya 
 Basotho ho latela hore na ba thehiloe joang. Basotho ka ha ba ne ba le bangata haholo Morena Moshoeshoe o ile a ba arola ka likaroloana,e leng tsona liboko le meetlo ea Basotho.","In the olden days King Moshoeshoe created clans for Basotho. 
 He also creates different traditions according to these clans. 
 This means that we Basotho have different traditions and customs, in order to distinguish the Basotho according to how they were founded. 
 Since there were so many Basotho, King Moshoeshoe divided them into sections, according to their customs and traditions of the Basotho",,
00:12-00:17,Ke ana ka khomo.,My clan is represented by a cow,,
00:18-00:45,,,Clarifying,
00:46-01:19,"Basotho sesothong bana le maele le maelana a sesotho. 
 Maele le maelana a bopiloe ka liphoofolo,limela le batho.","Basotho have Sesotho proverbs and idioms. 
 In Sesotho we have proverbs and idoms that are made up of animals, plants and people.",,
01:20-01:53,Matsoho a hlatsoana.ha re etsa mosebetsi re le bangata o fela kapele,"The hands wash each other. Meaning when people work together they make work easier.
 Or no individual can master everything alone",Note: *This line is correctly place here. Moved from the red,
01:54-02:41,"Mohlala;ngoana ke seipone sa lelapa labo,ho bolela hore ntho engoe le engoe eo ngoana a etsa e ka ba e ntle kapa e mpe e tsoa ka lapeng.","For example, a child is a mirror of his family, meaning that everything a child does, be it good or bad, comes from the family.",,
02:42-03:39,"Lebitla la khomo ke molomo,ho bolela hore khomo ha e shoele ha e lahluoe oa jeoa. 
 Morena ke khetsi ea masepa,ho bolela hore morena o ripoteloa ntho engoe le e ngoe e le ntle kapa e le mpe. 
 Matsoho a hlatsoana.ha re etsa mosebetsi re le bangata o fela kapele","A cow's grave is a mouth, it means that if a cow is dead is it eaten not thrown away.
  The king is the package of shit, it means that the king is told about everything whether it is good or bad. 
 The hands wash each other. Meaning when people work together they make work more easier.",,
03:40-04:23,"Maele le maelana a mangata haholo,empa ke buoa ka ena fela ho etsa mohlala feela. 
 Hore o tsebe maele le maelana le tlhaloso ea ona,o tlameha ho ea ho motho e moholo ea seng a na le tsebo","There are many proverbs and idioms in sesotho that were used by Basotho to spice-up their language. 
 To know more about idioms and proverbs and their interpretations, you must consult some one who has a better knowledge about this.",,
04:24-04:29,,,,
04:50-05:12,"ea puo ena. 
 Hape hore o be le tsebo e feletseng ea maele le maelana o tlameha ho kena sekolo,ke moo o tla rutoa ka litaba tse feletseng tsa maele kaha hona le","Again you must go to school, that is where you will be taught the full content of proverbs and idioms as there are Sesotho teachers who have full knowledge about this.",,
05:12-05:30,"matichere tsa sesotho tse nang le tsebo e feletseng ka litaba tsena. 
  
 Sekolong o tla rutoa le ka tlhaloso ea maele le maelana ka ho fapana.",At school you will be taught the definitions of idioms and proverbs in full.,,
05:31-05:47,"Maele le maelana ke puo e patileng moelelo,e hlokang tlhaloso,ke ka hoo motho ha hloka tlhaloso e hlakileng a hloka setsibi litabeng tsa sesotho kapa,o lokela ho ea sekolong.","Proverbs and idioms are language with a hidden meaning, which needs explanations, that's why if a person needs a clear explanation, he needs an expert in Sesotho or he should go to school for better clarification",,
00:00-01:00,"Lebitso laka ke `Mats`ele Selikane.

Ke lula ha Moits`upeli.","My name is Matsele Selikane.

I live at Ha-Moits`upeli",,
01:04-01:29,"Kena le lilemo tse ngata ke lula mona.

E ka ba lilemo tse mashome a mahlano a metso e mehlano.","I have lived here for many years.

About fifty-five years.",,
01:49-02:02,"Ke hlaile ka selemo sa sekete mashome a mahlano a metso e ts`eletseng, ka la bohlano khoeling ea bohlano.","I was born in the year 1956, on the fifth day of the fifth month.",,
03:08-03:17,"Ke rata ha bana baka baka ba ruteha.

Ba phela hantle.","I want my children to be educated.

They are healthy.",,
03:19-04:40,"Ke lula le litloholo tsaka tse peli, e leng Thabiso le Moselantja.","I live with my two grandchildren, Thabiso and Moselantja.",,
04:43-05:31,"Ke rata ho bona bokamoso ba litloholo tsaka bo le hantle.

Ba sebetsa.

Ba tseba Molimo.","I want to see a good future for my grandchildren.

They work.

They know God.",,
05:36-06:16,"Ke ruta litloholo tsa ka hore ba tsebe Molimo.

Ba ithute sekolong.

Ba its`oare hantle.","I teach my grandchildren to know God.

To learn at school.

Behave well.",,
06:23-06:50,Monna oa ka o ne a ithatela hoja nama kapa bohobe.,My husband liked to eat meat or bread.,,
06:55-07:20,"Ho holing hoaka ke rata ha nka ka hlompheha.

Bana ba nhlomphe.","I would love to be respected.

I want children to respect me.",,
07:34-08:06,Bana ba mponts`a hlompho ka ho nketsetsa tseo ke li hlokang ha ke se ke le moholo tjena.,The children show me respect by doing what I need when I'm this old.,,
08:11-08:55,"Thuto eo ke e rutang bana baka ha ea fapana le eo ke e rutiloeng ha ntse ke hola,hobane batsoali ba rona ne ntse ba batla bana ba hlomphang.","The education I teach my children is not different from the one I got when I was growing up, because our parents were still looking for those who gave respect.",,
09:10-09:30,Sekolong ke tsoile ke bala sehlopha sa bots`elela.,I have done school only up to the sixth grade,,
09:32-10:11,"Ke rata bana ba kene sekolo ba fumane thuto e fapaneng le eo ke ileng ka e fuoa khale, hobane hake rate ha bana ba ka tlo ts`oana le `na, hobane `na ha kena leseli.

Empa bona ha baka ruteha batla fumana leseli,`me ba phele bophelo bo botle.","I want my grand children to get a different education than the one I was given a long time ago, because I don't want them to be illiterate like me.

When they get educated they will live better lives because education is key to success.",,
10:38-11:00,"Ka bophelo bo botle ke bolela hore ke bone bophelo ba bana bo fetohile bo sats`oane le ba khale.

Ba rutehile bana le litsebo tse fetang tsaka haholo.",I want them to live a better than me and also have much more skills than me.,,
11:34-11:57,Moselantja ke ngoana ea tsebang ho sebetsa haholo.,Moselantja is a very hard working child.,,
12:07-12:42,Lelapa la ka le bohlokoa ho `na hobane ke rata ha le ka la bonahala.,My family is important to me and I would love to see it shine some day.,,
13:00-13:26,"Thuto e bohlokoa ho `na haholo hobane ke e ke bone bana ba rutehileng ba le bohlale ho tseba lintho.

Ba tseba le ho phelisa malapa a bo bona.","Education is very important to me because I see educated people as being wise intelligent and knowing many different things

They are able support their families.",,
13:33-13:54,Ntho eo ke ratang ho e etsa le Moselantja ke hore re phele ka khotso.,What I would like to do with Moselantja is for us to live in peace.,,
14:04-14:20,Khotso e bolela bophelo bo bottle ka hare ho lelapa.,Peace means peaceful life within the family.,,
14:30-15:28,"Ke ne ke rata hore moselantja ha qetile sekolong se mahareng a ee lokolong se phahamemg, a rutehe a tsebe ho batla mosebetsi o ratoang ke ena.",I would like Moselentja to finish secondary school and go to higher education. I want her to finish university education so she can get a job of her choice.,,
15:35-16:00,Ha qetile likolong tse phahameng ke ena ea tla ikhethela na o batla hoba eng bophelong.,"When she finishes high school, she will decide what he wants to be in life.",,
16:13-16:45,"Liqholotso tseo batsoali ba rona ba neng ba kopana le tsona ke hore mosebetsi o ne o le sieo, le o neng o le teng o ne o sokoleha.",The challenges that our parents faced was that it was difficult to find jobs,,
16:55-17:26,Ke kopane le liqholotso tse ngata nakong eo ke ntseng ke holisa bana ka ha re ne re hloka lijo le hore na re phela joang ka tlung.,I have faced many challenges while raising children because of our lack of food.,,
17:40-18:05,Ke thusa bana ka lithuto tsa sekolo moo e bang nka ba le tsebo.,I help the children with their school studies where I have knowledge.,,
18:52-19:25,"Molaetsa oo nka o fang litloholo tsaka ke hore e se k aba ka hola ba tseba hore Molimo ke ena ea tsebang,`me ea phethisang.

Hape ba lule ba hlompha kamehla.","The message that I can give to my grandchildren is that they should grow up knowing that God is the one who knows all and gives lives.

And always be respectful.",,
19:40-20:10,Molaetsa oo nka fanang ka ona ke hore e ne e ka lefats`e le ka tseba hore Molimo ke ena ea nang le matla holima bophelo ba motho e mong le e mong.,The message I can give is that the world can know that God is the one who has power over everyone's life.,,
20:28-21:15,"Bana boohle thuto e bohlokoa maphelong a bona.

Thuto ke letsete ho bana, hobane ka eona ba ka khona ho iphelisa.
E hlaisa leseli baneng.

Bana ha ba etse litlolo tsa molao ha ba rutehile.","Education is important for child.

Education is an investment for children, because with it they can make a living.

Children do not commit crimes when they are educated.",,
21:40-22:05,"Liqholotso tseo re kopanang le tsona ka hara naha ea Lesotho ke tlhokahalo ea mesebetsi,joale bophelo bo ba boima ha motho a sa sebetse.","The challenges we face in the country of Lesotho is the lack of jobs, then life becomes difficult when a person does not work.",,
22:24-23:20,"Re buile ka lintho tse ngata empa `na nka thabela feela ha bana e ka ba bana ba hlomphang.

E be bana ba ratang ho kena sekolo.

Ba mamelle sekolo ka ha ke sona se tla ba fa bokamoso bo chabileng.","We talked about many things, but I would only be happy if the children were respectful children.

Be children who love to go to school.

Endure in school as it is the one that will give them a bright future.",,
23:30-24:10,"Ke rata ha motse oa rona o kaba le lerato.

Re be batho ba phelang hantle ka khotso.

Re be le li ntlafatso.","I love when our community have peace.

Let us be people who live well in peace.

I would love also to see improvements.",,
26:58-27:03,Ke ikutloa ke thabile haholo hoba le lona kajeno.,I feel very happy to be with you today.,,
27:20-27:35,"Ke motlotlo ka Moselantja hobane ke ngoana ea bohlale haholo,eo ke ntseng ke lebeletse hore a tsoele pele ka lithuto tsa hae ha monyetla o le teng.","I am proud of Moselantja because she is a very intelligent child, whom I still expect to continue with her studies when the opportunity is available.",,
27:37-28:07,"Hape ke ngoana ea ratang senyesemane haholo, ka hoo ke e ke bone hore ha ka tsoela-pele ka lithuto tsa hae a ka atleha le ho sebetsa hantle haholo.","she is also a child who likes English very much, so I can see that if she can continue with her studies she can succeed and work very well.",,
28:20-28:36,"Hape ke ngoana ea hlomphang, e bile ea mamelang batho ba baholo.",she is also a child who respects and listens to adults.,,
28:52-29:11,"Ke rata Moselantja hobane ke ngoana ea bohlale haholo.

Hape ke ngoana ea ratang le hona ho thabela sekolo ka pelo ea hae eohle.","I love Moselantja because she is a very intelligent child.

She is also a child who loves and enjoys school with all her heart.",,
00:00-00:31,Lebitso la ka ke Malefetsane Samuel Ralithoko Leanya.,My name is Malefetsane Samuel Ralithoko Leanya.,,
00:31-00:35,Ke tichere sekolong sa mathomo sa Serooeng Primary School.,I am a teacher at Serooeng Primary School.,,
00:35-00:38,Ke ruta grade5.,I am a grade 5 teacher.,,
00:39-00:50,"ke sebelitse mona ho tloha ka selemo sa kete tse peli le metso e supileng,ke ruta ho tloha grade3 ho isa grade7.","I have been teaching here since the year 2007, teaching from grade 3 to grade 7.",,
00:51-01:15,"Ke selemo sa ka sa leshome le metso e ts`eletseng sena ke le tichere hona mona.

Ke ruta bana ba mashome a mabeli ho isa ho mashome a mane.","This is my sixteenth year as a teacher here.

I am teaching about twenty to forty children.",,
01:21-01:33,"Ke khethile ho ba tichere hobane e le pitso eaka.

Ho sebetsa le bana ke mpho e tsoang ho morena Molimo.","I chose to be a teacher because it is my calling.

Working with children is a gift from God.",,
01:34-01:47,"O ka batla ho ba leponesa,lesole,ngaka,empa ha feela ntate Molimo a o bitselitse ntho e itseng o tla ba eona.

Botichere ke pitso.","You may want to be a policeman, a soldier, a doctor, but if God has a calling for you to be something, you will be that.

Teaching is a calling from God.",,
02:13-03:09,"Se o ke se ratang ka botichere ke hore ke rata ho sebetsa le bana,ke rata bana haholo.

Bana ba tlosa bolutu.

Ba ea mamela.

Hape ba buoa `nete kamehla.

`Nete eo tichere e rutileng bana ba ke ke ba e lebala bophelo boohle.

Le `na ke motho oa bohlokoa sechabeng ke le tichere.

`Me tichere e tlameha e be mohlala o motle baneng le sechabeng.

Ka lipuo le ka liketso.","What I like about being a teacher is that I love working with children, I like children very much.

Children relieve loneliness.

They listen well to adults.

They always tell the truth.

The truths that the teachers teach them, children will not forget that for the rest of their lives.

I am also an important person in society as a teacher.

And the teacher must be a good example to the children and in the community.

By his\her words and actions.",,
03:10-03:19,"A fe bana seo e leng `nete feela.

Sebaka seo sa phelang ho sona se tla mohlompha,le bana,le batsoali.","The teacher should teach the children only the truth.

The teacher should be a respected person, by children and also parents.",,
03:20-03:41,"Ke rata sesotho haholo.

Ke rata le bana ba buoang sesotho ka nepo.

Hobane ke puo ea rona ea pele.

`Me re lokela ho ikotla sefuba ka eona 

Bana ba lokela ho rata sesotho.

Ba tsebe le ho thusa kapa ho ruta batsoali hae ho buoa sesotho ka nepo,ha monate.","I like Sesotho very much.

I also like children who speak Sesotho correctly.

Because it is our first language.

And we should be proud of our Sesotho language.

Children should love Sesotho.

They should teach their parents at home how to speak Sesotho correctly, because it's a nice thing.",,
03:37-05:06,"Matichere ke baetapele ka ha re ho tikoloho tseo ba phelang ho tsona.

Ba bang ba tichere ke baetapele le ka ha re ho likereke tsa bona.

Hobane botichere ke bosebeletsi ba sechaba. 

O bitselitsoe ho tlo sebeletsa sechaba joaloka moruti.

O ruta bana boits`oaro,e seng sekolong feeela,empa le hae.

Ke mosebetsi oa hao o le tichere ho ruita bana boits`oaro bo botle.","Teachers are good leaders in the community they live in.

Some of the teachers are also leaders even in their churches.

Because teaching is a public service.

A teacher can be called to serve the nation as a pastor.

A teacher should teach children how to behave well , not only at school, but also at home.

It is your job as a teacher to teach children good behavior.",,
05:31- 06:21,"Re kopana le liqholotso tse ngata.

Bana ba bang batsoa malapeng a hlokang.

Ba bang batla sekolong ba sa ja lijo.","We face many challenges.

Some children come from poor families.

Some come to school without eating.",,
06:22-07:04,"

Ba bang ha bana seaparo sa sekolo.

`Me joaloka tichere ke boikarabello ba hao ho bona hore bana ba joalo ba fumana seaparo sa sekolo.

Bana ba bang ke ba liang ho utloa kapa ho utlisisa sa sekolong.

`Me o le tichere o lokela ho ipha nakop ea bona ea ho ba ruta hore ba tsebe ho utloisisa joaloka bana ba bang.","

Some don't have a school uniform.

And as a teacher it is your responsibility to make sure that such children get a school uniform.

Some children are slow learners, some have special needs.

So as a teacher you have to make sure that you cather for every student to understand while you are teaching.",,
07:05-07:22,"Ha re file bana mosebetsi oa hae,batsoali ha ba thuse bana ho etsa mosebetsi.

","When we give students some homework, the parents do not help them with such work,and that's another challenge because we need to work hand in hand with parents for our children`s best education.

",,
07:23- 07:47,Bana bao ha bo bona ho nang le liphoofolo ha ba kene sekolo hantle ka ha ba lofa sekolo ba ea naheng.,Children whose families have animals do not attend school properly because they have to take care of such animals.,,
07:47-08:16,"Qholotso e ngoe ke lenane thuto le lecha le tlamang bana ho fetela lihlopheng tse ka pele ho sa notsoe na ba pasitse kapa che. 

Bana ba bang ba fetisoa ba ntse ba sa tsebe ho bala le ho ngola.

`Me ntho eo e etsa mosebetsi oa tichere o be boima.","Another challenge is the new curriculum that says its compulsary for every children to go to the next grades regardless of whether they passed or not. 

Some children went to the next grade without knowing how to read or write.

And that makes the teacher's job very difficult, as it takes a lot of time for such students to understand whatever they are taught.",,
08:35- 09:34,"Tikoloho eo re phelang ho eona re tlameha ho sebetsa `moho ho bona hore bana ba ba bokamoso bo chabileng.

`Me ke boikarabello ba batsoali,lefapha la thuto,sechaba,bana le matichereho bona hore bana ba ba le thuto e ntle.

Ho sebetsoe `moho ho bona hore bana ba na le lithusa thuto.","In the community where we live, we must work together to ensure that children get a good education and have a bright future.

And it is the responsibility of the parents, the education department, the community, the children and the teachers as well to make sure that the children have a good education.

Again, we should work together to ensure that the children have all learning materials at school.",,
09:35-10:10,"

Hape ke boikarabello ba sechaba ho bona hore bana ba bolokehile nakong eo ba ea sekolong le ha ba khutlela hae.","

It is also the responsibility of the community to ensure that children are safe when they go to school and when they return home.",,
10:10-12:17,,,,"no translation, repetition "
13:18- 13:40,,,,"no translation, very breif"
13:55-14:33,"Tichere ke motho oa bohlokoa haholo.

O ruta bana,bana ba joalo ba rutehe ba be ba lo sebetsa kamoso.

Motho e mong le e mong ho fapana ka litsebo tsa bona,ba rutehile joalo ka lebaka la tichere.

Bana ha ba tsoile kotsi re le matichere re fana ka thuso ea pele.

","A teacher is a very important person in the world.

A teacher teaches children, and such children get educated and then work in the future.

Everyone who is educated with different skills, is because of the teacher. 

If children get injured at school, we as teachers provide first aid.

",,
14:33- 15:47,"Bana ha ba hloka tlhabollo re ba fa eona.

Bana ha ba hloka re ba rapelle,rea ba rapella.

Re thusa bana ka lintho tsohle.","When children need counseling, we give them that.

When children need a prayer, we pray for them.

We help children with everything.",,
16:05-17:01,"Naha ea rona e na le qholotso ea khaello ea mesebetsi.

Matichere a mangata a senang mesebetsi.

`Me le lenane thuto le lecha le ruta bana ho iketsetsa mesebetsi.

Ba ntse ba ithuta le ka nqena.

","Our country has the challenge of unemployment.

Many teachers are unemployed.

But at least the new curriculum teaches children not only to learn but also to do physical activities.

They taught them to do physical work so that they can do the work in future incase they decide not to furthermore their studies.

",,
17:01- 17:19,Ba rutgoa ka lithuto tse fapaneng e le ho fa bana monyetla oa khetho ea bona lithutong tse fapaneng.,They are taught different subjects in order to give each child the opportunity to choose their own career depending on what they know best and perform well.,,
17:38- 18:31,"Lesotho ke naha ea khotso.

`Me khotso e qala ka malapeng ho latela setso sa rona sa Basotho.

Khotso e qaliloe ke morena Moshoeshoe oa pele.

Ke ena ea ileng a etsa hore nakong ea lifaqane a etse maoala a hore ho fele lintoa,ho rene khotso ka hare ho sechaba sa hae.

Khotso eo ke eona eo e sa leng Basotho ba its`etlehile ka eona ho tloha kanako eo ho fihlela kajeno.

`Me morena Moshoeshoe o I le a tiisa khotso e neng e se ntse e rena ka ha ra nahaka ho tlisa barutiba likereke tse fapaneng.","Lesotho is a country of peace.

And peace starts at home according to our Basotho culture.

The peace was formed and started by the first king Moshoeshoe the first.

He greated peace and Basotho and other nations so that we can all live with peace.

That peace is what the Basotho lived within it till today. 

And king Moshoeshoe the first brought peace in Lesotho through the missionaries.",,
18:32-19:19,"

`Me sena se bolela hore motho ha e le tichere o lokela ho phela ka khotso le batho ba bang moo a phelang teng.

`Me a etse setsoalle le bana.

Le sekolong e be motsoalle oa bana.

Re phela ka khotso.

","


Every person who is a teacher should live with peace with other people where she\he lives.

A teacher has to be a good friend to students.

Even at school, be a good friend to students.

We live peacefully in our country.

",,
19:19- 20:41,"Le `na ke tlameha ho phela ka khotso le bana pele ke phela ka khotso le sechaba.

Khotso e bopa setsoalle,e bile ke mohloli oa bophelo bo botle.","I also have to live peacefully with students, before I live in peace with the community.

Peace creates friendship, and it is the source of good health.",,
21:55-22:54,"Ho bohlokoa ho ruta bana ka nalane le lithokotsa Basotho.

Hore bana ba itsebe na ba tsoa kae?

Hape ke bo mang?

Le hore na Basotho ba hlahile kae.

Ke bo mang?

Le hore na naha ea Lesotho e tloha hokae?

","It is important to teach children about Basotho history and traditions. 

For children to know where they originate from?

And who they are.

And where Basotho originates.

And also who are Basotho?

And where does the country of Lesotho originate?


",,
22:55- 32:08,"E fella hokae?

E ngoe ea bohlokoa ke hore bana ba lokela ho etela libaka tse teng ka hare ho naha.

E le ho ithuta na Lesotho ke naha e bopehileng joang le hore na Basotho ba phela joang.

","Where does Lesotho start and end?

One important thing is that the children should visit all places around the county and also the historical places around Lesotho.

In order to learn about Lesotho in all and its history.
",,
23:45- 24:19,"Bana ba tsebe neheletsano ea bophelo.

Ba tsebe ho phelisana le ba bang.

Ba tle ba tsebe le ho baballa naha ea ba bona le lihloliloeng tse teng ka hare ho naha hore le moloko o mocha o tlo tseba ka naha ea bona.","Children also should learn about the importance of life.

They should know how to live together with others,and work hand in hand together.

Working together will help them to strive hard to protect their country and the natural resources that exist inside the country so that even the new generation will know about the entire country.",,
24:20-24:53,"Bana boohle ba Basotho ba tlameha ho tseba ka bohlokoa aba thuto le mekhoa eohle eo re iphelisang ka eona.

Le bana ba tsebe ho thusana le ba bang ho hlola liqholotso tsa bophelo ba sebetsa `moho e le ntho e le `ngoe.","All Basotho children must know the importance of education and the ways of living.

Let the children know how to help each other to overcome life's challenges by working together.",,
25:15-26:06,"Litsebo tsa rona lia fapana.

`Me mosebetsi o hloka reo kopanele e le ho etsa hore o be bobebe.

Hape le hore bana ba tle ba nolofalloe ke ho fumana thuto matichereng a fapaneng.","We have different knowledge and skills.

So we need to use our skills as teachers and work together to make work easier. 

Also the skills will help students to perform better as they will gain more knowledge from different teachers.",,
26:06- 26:49,"Ho lula fats`e re rera mosebetsi ho bohlokoa haholo,hobanere nelehetsana ka litsebo tse fapaneng.
","Sitting down and planning work is very important, supporting each other and sharing different skills we have.
",,
26:50- 27:24,"Le bana ba atleha ho fumana litsebo tse fapaneng hotsoa matichereng a fapaneng,`me ba nolofalloa ke mosebetsi.","Even the children will succeed by getting different skills from different teachers, and they will find work easy.",,
27:54-28:49,"Batho ba pele ba ileng ba fihla Lesotho mona ke Baroa.

`Me ba lateloa ke Bakhothu.

","The first people who arrived in Lesotho were the San.

And they were followed by the Bakhothu nation.

",,
28:50- 29:09,"Ba nto lateloa ke Basotho.

Naha ea rona e tsejoa e le naha ea khotso.

`Me batho ba tlemeha ho tseba hore na Basotho ke bo mang?

Batsoa ho kae?

Morena Moshoeshoe ke mang?","Our country is known as a peaceful country.

And people must know who the Basotho are?

Where they come from?

Who is King Moshoeshoe the first?",,
29:09- 29:57,"Basotho ke batho ba phelang ka setso sa bona.

Tse ling tsa lintho tsa Basotho ke lekunutu la bona.

Mohlala,ka lebollo la Sesotho.

Basotho ke batho ba nang le meeli.

Ba tsebang na ha ba tlameha ho tsamaea libakeng lifeng.

Le hore na ba tlameha ho qoqa makunutu a bona le bo mang ka nako e feng.

Re tlameha ho ithuta ho phelisana `moho le batho ba bang.

","Basotho are people who live by their culture.

Some of the Basotho culture is their secret.

For example,their initiation school for boys and girls.

Basotho is a very small nation.

They know the places to go and not to go.

And they know who they have to share their secrets with.

We must learn to live with other people and other different nations.

",,
29:58- 30:53,"Batho ha ba fihla ka hare ho naha ea Lesotho ba batla ho tseba ka nalane ea rona haholo.

Hape le hore na re phela joang?

Le hore na mothehi oa sechaba sa Basotho ke mang?

Le hore na Basotho ba rata eng,ha ba rate eng?","When people arrive in Lesotho, they want to know more about our history and culture.

And how we live.

And who is the founder of the Basotho nation?

And what do Basotho like and dislike?",,
31:17- 32:38,,,,no translation
32:39-33:22,"Sekolo sena se bile teng lipakeng tsa selemo sa sekete makholo a robong mashome a mahlano a metso e `meli,le sekete makholo a robong mashome a mahlano a metso e ts`eletseng.

Sekolo sena e sa le se sebetsa ho tloha lilemong tseno hofihla kajeno.

","This school was established between the year 1952 and the year 1956.

This school has been operating since these years until today.

",,
33:222- 34:00,`Me ha ra lintho tse ngata tseo sekolo se li fihletseng ke tsa hore rena le bana ba rutehileng ba tsoang hona sekolong mona.,And the school has achieved so many things since it has been reopened and our former students are the most educated.,,
34:00-34:35,"Sekolo se na se ile sa ipabola ka phepo ea boitjaro.

`Me se na se ile sa hohela bafani ho tla bopa setsoalle sa maqhama lerona sekolong mona.

`Me sena se ile sa etsa hore bana ba rona ba be le setsoalle le bana ba likolo tse ling.

`Me ba ne ba ngollana mangolo le bana ba lokolo tse ling e le ho ithutaka mekhoa ea ho phela e fapaneng le ea bona.

Sekolo sena se na le matlo likhoho,likolobe le majarete.","The school excelled in running itself.

And thus attracts sponsors to come and build a friendship with our school here.

And this made our students to be friends with other students from other schools in other countries.

And they exchange letters to other students in order to learn ways of living that are different from their own.

This school has a big farm for chickens, pigs and a big garden where we grow crops for selling and for consumption.",,
34:35- 35:05,Taba e ngoe ea bohlokoa ka sekolo sena ke hore re ile ra ipabola nako e telele ka lipapali tsa bosechaba.,Another important thing about this school is that we excelled for a long time in national sports tournaments.,,
34:56-35:36,"
`Me rena le likhau tse ngata tsa tlholo.

","
And we have many victories.

",,
35:37- 36:03,"E ngoe ke taba ea thuto e ntle.

Re le sekolo re na le ts`alo morao baneng ba rona ba seng ba le likolong tse phahameng.

Rea ba hloela na ba ntse ba ithuta ka tsela e ts`oanang le ha ba le mona ho ronale hona ho ba fa malebela a bophelo.

","Another thing that this school excels at, is good education.

As a school we also have students who are already in high learning institutions.

We take care of them by always checking on how they are doing and how the schooling is.

",,
36:03- 36:14,Thuto ea rona ke e entle ka ho fitisisa ka ha bana ba rona ba fihla likolong tse phahameng ha ba sokole haholo.,Our education is very good because when our students go to the universities they don't struggle at all.,,
36:14-36:36,"E kholo ke ea hore se na le setso sa teng ho tlo ha khale.

Ka selemo sa sekete makholo a robong mashome a robrli a metso e ts`eletseng.



","The important thing about this school is that it has its own culture from the past years.

This culture has been used since 1986.



",,
36:36- 37:35,"Ea hore re rute bana ho hlompha.

Ho inahanela.

Ho its`oarela ka matsoho a bona.

Le ho iqalla mesebetsi.","The culture taught students to respect elders.

To imagine things from different perspectives.

To work hard.

And great jobs.",,
37:35- 37:44,"Re le sekolo re sebetsa ka thata ho bona hore re le matichere re holisetsa bana ts`abong le leratong la molimo hore bana ba kene kereke.

`Me le rona matichere ha re mokhelo ho ruta bana ho itlhompha le ho hlompha bana ba bang.","As teachers we work hard to ensure that students work hard to achieve good things in life, and also they should fear God above all because he is the creature of all things.

And we as teachers strive to teach students to respect themselves and to respect others.",,
37:50-38:09,"Re le matichere re sebetsa `moho ho bona hore thuto ea bana ea atleha le jore ea phahama.

Le boithuto ba bana boa matlafala.

Le ha bothata bole teng bo khona ho raroloha ha bobebe.","We work together to ensure that students` education is successful and that it improves.

And to make sure that their education is improved.

Even if there is a problem it can be easily solved.",,
38:10-38:35,"Sebaka se na se bitsoa Ha Dinizulu.

Ntate moholo Dinizulu ke mora oa nkhono Ester le ntate moholo Nako.

Ke bona batho bao mona e neng e le ha habo bona.

","This place is called Ha Dinizulu.

Grandfather Dinizulu is the son of grandmother Ester and grandfather Nako.

These people are the founder of this place.

",,
38:35- 39:54,"`Me ka morao ba ile ba tsoala bana ba bang ba bona.

`Me sebaka se na se bitsoa Ha Dinizulu Serooeng.","And later they gave birth to their children.

And the place is called Ha Dinizulu Serooeng.",,
00:00-00:48,"Lenane thuto la rona le na le lipapali tsa sesotho moo boholo ba lipina tsa rona re ntseng re libina ka morena Moshoeshoeoa pele.

Hobane o bohlokoa haholo ka ha re ho sechaba sa rona.

Ke mothehi oa sechaba sa Basotho.

`Me le lenane thutong la rona re ruta bana hore na morena Moshoeshoe ke mang?

O tsoa kae?","Our culture consists of Sesotho games where most of our songs are sung about king Moshoeshoe the first.

Moshoeshoe the first is a very important person to Basotho.

He is the founder of the Basotho nation.

And in our culture we teach children about king Moshoeshoe the first, who is he?

Where he originated.",,
