Start Time,End Time,EN,ES,Highlight,Comments
00:36:21:07,00:36:24:00,like shapes that have no message that’s just a fabric.,como formas que no tienen un mensaje ni un tejido.,,
00:36:24:15,00:36:26:28,"This means like the eye of the fish,","Esto quiere decir como el ojo del pez,",,
00:36:27:23,00:36:31:02,like the eye of the fish.,como el ojo del pez.,,
00:36:31:03,00:36:32:15,"So,","Así que,",,
00:36:32:18,00:36:34:27,I would also suggest,que también sugeriría,,
00:36:36:16,00:36:38:13,To do a lot in,hacer mucho en los,,
00:36:38:13,00:36:42:00,"in the graphics, in the designs, in the objects.","en los grafismos, en los diseños, en los objetos.",,
00:36:42:01,00:36:44:19,"The artifacts have a meaning and they are
Talking to us","Los artefactos tienen un sentido y nos están
hablando.",,
00:36:44:20,00:36:47:17,"It’s just that we don't know how to read, we don't know how to read,","Solo que como no sabemos leer, no sabemos leer,",,
00:36:47:26,00:36:51:08,"we would be illiterate in these graphics,
as if we saw","seríamos analfabetos en estos grafismos,
como si viéramos",,
00:36:52:17,00:36:53:24,a sign written in,un letrero escrito en,,
00:36:53:24,00:36:57:07,"Russian or Hindi or Chinese, one could not read it,","Ruso o en Hindú o en chino, uno no lo podría leer,",,
00:36:57:08,00:36:59:00,"Well, that's what happens with Wayuú graphics.","Bueno, así pasa con los grafismos wayuú.",,
00:36:59:00,00:37:01:18,Yes.,Sí.,,
00:37:02:12,00:37:05:24,Look at this for example.,Mira esto por ejemplo.,,
00:37:05:25,00:37:07:18,"That's nice.
From Palabrero.","Eso esta lindo.
De Palabrero.",,
00:37:08:26,00:37:12:00,"Yes, Oops, yes.","Sí, Uy, sí.",,
00:37:12:27,00:37:15:00,This is the first bird,Este es el primer pájaro,,
00:37:15:13,00:37:18:16,who worked as a palabrero,que ejerció el oficio de palabrero,,
00:37:18:17,00:37:19:25,in mythological times.,en tiempos mitológicos.,,
00:37:19:25,00:37:23:23,"He created the Wayuú laws, the norms
and then he retired.","Él creó las leyes wayú, las normas
y luego se retiró.",,
00:37:24:09,00:37:28:18,"But the knowledge they have of the
Wayuú laws belong to a bird.","Pero el conocimiento que tienen de las
leyes lo wayú es de un pájaro.",,
00:37:29:06,00:37:31:07,Utta is called Utta,Utta se llama Utta,,
00:37:31:22,00:37:33:12,and can you still see it?,¿y todavía lo pueden ver?,,
00:37:33:13,00:37:36:16,"Yes, the bird exists, of course, I have photographed it.","Si el pájaro existe, claro, yo lo he fotografiado.",,
00:37:36:17,00:37:38:17,Of course.,Claro que sí.,,
00:37:38:18,00:37:40:20,"It's a big bird, it's tame.","Es un pájaro grande, es manso.",,
00:37:40:21,00:37:43:19,"It's not a bird that gets scared, but no, no, no,","No es un pájaro que se asusta, si no, no, no,",,
00:37:44:00,00:37:47:06,I approached him very close.,yo me le acerqué muy cerca.,,
00:37:47:07,00:37:48:27,"He has a bird necklace, here,","Tiene un collar pájaro,aquí,",,
00:37:48:28,00:37:51:01,"a black, yellow and black necklace.","un collar negro, amarillo con negro.",,
00:37:51:02,00:37:52:18,"They awarded that necklace,","Ese collar se lo premiaron,",,
00:37:52:18,00:37:57:01,"It was given by Mareiwa,
one of the Wayú figures, for having given the laws","se lo dio Mareiwa
,
una de las figuras wayú, por haber dado las leyes",,
00:37:57:06,00:37:59:11,he rewarded him.,lo premió.,,
00:38:09:09,00:38:12:22,and have you seen many signs and symbols like that?,¿y ha visto muchas señales y símbolos así?,,
00:38:12:24,00:38:15:20,"Well, this is my clan.
Your clan?
Mine Yes, yes, yes.","Bueno, este es mi clan.
¿Su clan?
El mío Sí, sí, sí.",,
00:38:16:23,00:38:17:19,That's why it's there.,Por eso está ahí.,,
00:38:17:19,00:38:19:11,That's why I,Por eso te,,
00:38:20:07,00:38:21:14,"said,","decia,",,
00:38:21:15,00:38:24:15,"I was saying that,","te decía que no,",,
00:38:24:20,00:38:28:03,"that,","que,",,
00:38:28:04,00:38:35:13,"that the graphics speak to us,
but we passed over it.","que los gráficos nos hablan,
pero pasamos por encima de él.",,
00:38:59:03,00:39:01:03,"So,","Entonces,",,
00:39:04:01,00:39:07:13,"a girl said that night,","una niña dijo esa noche,",,
00:39:07:14,00:39:09:11,"a girl said,","una niña dijo,",,
00:39:09:12,00:39:12:23,"Out of all the musical instruments that,","de todos los instrumentos musicales que esto,",,
00:39:12:25,00:39:13:22,"This one is,","este es,",,
00:39:13:23,00:39:16:28,But they haven't removed this one's beak.,Pero a este no le han quitado el pico.,,
00:39:16:29,00:39:18:17,"For this to be a musical instrument,","Para que esto sea un instrumento musical,",,
00:39:18:17,00:39:20:17,"well, it has to be perfect here, closed","bueno, tiene que estar perfecto aquí cerrado",,
00:39:21:08,00:39:23:15,and here one takes off his beak,y aquí se quita el pico,,
00:39:23:27,00:39:25:19,"and it is played like this,","y se toca así,",,
00:39:25:20,00:39:28:08,but only from the Wayuú fishermen.,pero sólo de los pescadores wayú.,,
00:39:28:09,00:39:30:10,"Yes, to communicate.","Sí, para comunicarse.",,
00:39:30:18,00:39:33:18,To communicate yes.,Para comunicarse sí.,,
00:39:34:12,00:39:37:15,That's interesting because I don't know if you saw it but in,"Eso es interesante, porque no se si vio pero en",,
00:39:37:29,00:39:40:24,"Peru there is an indigenous town, it is called Pituquisca","Perú hay un pueblo indígena, se llama Pituquisca",,
00:39:40:25,00:39:43:28,"of the Quechua up the mountain, in the Andes.","de los quechua arriba de la montaña, en los Andes.",,
00:39:43:29,00:39:44:29,Have.,Tienen.,,
00:39:45:00,00:39:48:04,"And they have, of course, and they bartered with those on the coast.","Y tienen, claro, y se hicieron trueques con los de la costa.",,
00:39:49:06,00:39:50:09,"The Mayans too,","Los mayas también,",,
00:39:50:10,00:39:50:28,From the Mayans too,De los mayas también,,
00:39:50:28,00:39:51:22,"a lot, the","mucho, los",,
00:39:51:22,00:39:54:15,"Mayans in Mexico and yes,","Mayas en México y sí,",,
00:39:54:28,00:39:58:05,In Yucatán that entire area touches those snails.,en Yucatán toda esa zona tocan esos caracoles.,,
00:39:58:06,00:40:01:24,"It must have been a very broad horizon.
among the peoples of America.","Debió ser un horizonte muy amplio
entre los pueblos de América.",,
00:40:01:25,00:40:03:28,"The snail
Yes, that's right.","El caracol
Sí, eso si.",,
00:40:04:08,00:40:08:16,"Because I saw a drum and I was in Canadá
about 15 days ago","Porque vi un tambor y yo estuve en Canadá
hace como 15 días",,
00:40:09:10,00:40:12:17,"and I had touring up to Winnipeg
throughout that area.","y tuve recorriendo arriba de Winnipeg
por toda esa zona.",,
00:40:13:02,00:40:13:18,Yeah,Sí,,
00:40:15:07,00:40:17:01,I was in Canadá,"estaba en Canadá,",,
00:40:17:02,00:40:20:02,"I was way up north,
The big rapids and all that,","estaba bien al norte,
los grandes rápidos y todo eso,",,
00:40:20:16,00:40:23:23,touring indigenous towns and talking,recorriendo pueblos indígenas y hablando,,
00:40:23:24,00:40:26:17,And we had rituals and everything.,Y tuvimos rituales y todo.,,
00:40:26:18,00:40:29:28,"And I saw drums, indigenous drums","Y vi tambores, tambores indígenas",,
00:40:30:15,00:40:32:04,in Canada.,en Canadá.,,
00:40:32:05,00:40:35:12,"Similar to the ones here?
Similar, similar, but with only one instrument.","¿Parecidos a los de aquí?
Parecido, parecido, pero con un solo instrumento.",,
00:40:35:13,00:40:39:04,"It is played with only one, not two like the Wayuú but one.","Se toca con uno solo, no dos como el wayú sino uno.",,
00:40:39:14,00:40:43:04,"And I saw drums of one layer and others like that, and other made","Y vi tambores de una capa y otros así, y otros hechos",,
00:40:43:05,00:40:47:14,"with deer stomach
or bison which are water drums.","con estómago de venado
o de bisonte que son tambores de agua.",,
00:40:48:05,00:40:49:29,"Yes, very interesting.","Sí, muy interesantes.",,
00:40:49:29,00:40:52:13,And I was in several ceremonies and everything there in Canada.,Y estuve en varias ceremonias y todo allá en Canada.,,
00:40:53:06,00:40:56:08,So there are a series of instruments,Entonces hay una serie de instrumentos,,
00:40:56:27,00:41:01:14,"very, very common,
those found, for example,","muy, muy comunes,
esos que se encuentran, por ejemplo,",,
00:41:03:28,00:41:07:09,"The Wayuú have these, but they have them as maracas.","Los wayú tienen estos, pero lo tienen como maracas.",,
00:41:07:19,00:41:08:03,They got them,Lo tienen,,
00:41:08:04,00:41:08:17,as,como,,
00:41:08:17,00:41:12:14,"a musical instrument,
They have this with bison horn.","un instrumento musical,
esto lo tienen con cuerno de bisonte.",,
00:41:15:06,00:41:16:20,"And this is,","Y esto es,",,
00:41:16:21,00:41:19:18,"It is used for the shamanic ceremony,","se utiliza para la ceremonia chamánica,",,
00:41:20:08,00:41:24:24,"to go up, find the spirits up there, to heal.","para subir, encontrar los espiritus allá arriba, para curar.",,
00:41:25:09,00:41:30:17,"So this sound allows it to rise
and the tobacco that the woman chews","Entonces este sonido permite que ascienda
y el tabaco que masca la",,
00:41:30:18,00:41:31:26,"shaman woman,","mujer chamán,",,
00:41:31:27,00:41:36:24,"It goes up and there it finds in the elevation
the spirit that will help her heal.","va subiendo y allá encuentra en la elevación
el espíritu que la va a ayudar a curar.",,
00:41:37:02,00:41:41:11,"And then the Canadians have it too,
but they do it with their animals that they have next to them.","Y entonces los canadiences también lo tienen,
pero lo hacen con sus animales que tienen al lado.",,
00:41:41:13,00:41:44:01,Yes of the bison.,Si del bisonte.,,
00:41:44:15,00:41:46:05,"Do you have seeds in there?
Seeds.","¿Semilla tiene ahí adentro?
Semillas.",,
00:41:49:25,00:41:54:08,"That's what you were telling me about the clan symbol,","Es eso que me estaba contando del símbolo del clan,",,
00:41:54:20,00:41:58:26,"I wanted to know a little more about you,
that is, you are from","quería saber un poco más de usted,
o sea usted es de",,
00:41:59:18,00:42:03:12,"My area is Carrizal, up there, Carrizal.","La zona mia es del Carrizal, allá arriba, Carrizal.",,
00:42:03:25,00:42:05:27,"Carrizal, yes, I'm going to show you,","Carrizal,sí, ya te voy a mostrar,",,
00:42:06:24,00:42:10:06,"Carrizal is,","Carrizal es,",,
00:42:10:07,00:42:13:20,the land of my ancestors.,la tierra de mis ancestros.,,
00:42:14:10,00:42:16:20,"But that's close to the beach
by Cabo de la Vela.","Pero eso está cerca a la playa
por el Cabo de la Vela.",,
00:42:17:10,00:42:18:15,If there is,Si allá hay,,
00:42:18:16,00:42:20:19,"the cemetery,","el cementerio,",,
00:42:20:20,00:42:28:01,That's why I tell you it's so important.,por eso te digo que es tan importante.,,
00:43:10:14,00:43:14:19,"This is located here, perhaps
you saw it here.","Este se encuentra aquí,  quizás
ustedes lo vieron aquí.",,
00:43:17:16,00:43:21:02,"Look at the hills, the hill, the Cabo de la Vela,
I tell you that it is a story,","Mira los cerros, el cerro, el Cabo de la Vela,
que yo les digo que es una historia,",,
00:43:21:04,00:43:24:06,"Kamachi married a windy woman,","Kamachi se casó con una mujer viento,",,
00:43:24:07,00:43:27:03,"He manages the things of the sea.
This is the older brother, he is in the Macuira,","él maneja las cosas del mar.
Este es el hermano mayor, está en la Macuira,",,
00:43:27:04,00:43:29:02,Itojolu,Itojolu,,
00:43:29:19,00:43:31:21,"This is the brother, another of the younger brothers.","este es el hermano, otro de los hermanos menores.",,
00:43:31:22,00:43:34:09,"It is towards the Gulf with Venezuela through Uribia,","Está hacia el Golfo con Venezuela por Uribia,",,
00:43:35:16,00:43:38:07,"Epitsü, Cerro de la Teta.","xxxx, cerro de la Teta.",,
00:43:38:08,00:43:42:01,"Each being is a story,
This is a relative of mine, relatives","Cada ser es una historia,
este es un pariente mío, familiares",,
00:43:42:02,00:43:43:26,"mine, is on a map of the hills.","mios, esté en mapa de los cerros.",,
00:43:43:27,00:43:48:07,"Look in La Guajira
how the hills form a triangle, they are tutelary,","Mira en La Guajira
cómo los cerros forman un triángulo, son tutelares,",,
00:43:48:12,00:43:51:17,In the territory you have to understand their position.,en el territorio hay que entender su posición.,,
00:43:52:06,00:43:54:25,"This is a place where there is cattle,","Este es un lugar donde hay ganado,",,
00:43:55:25,00:43:57:19,"Here I want to show you,","Ya por aquí te quiero mostrar,",,
00:43:57:19,00:44:00:03,They are Wayuú fishermen.,son pescadores wayú.,,
00:44:00:05,00:44:02:11,Wayuú fishermen.,Pescadores wayú.,,
00:44:03:21,00:44:07:28,"This place is mythological in Cabo de la Vela
It's called xxxx,","Este lugar es mitológico en el cabo de la Vela
se llama xxxx,",,
00:44:08:20,00:44:10:24,It is the hospital where they cure the fish.,es el hospital donde curan a los peces.,,
00:44:11:11,00:44:13:05,"The fish have an owner, an owner.","Los peces tienen dueño, una dueña.",,
00:44:13:05,00:44:16:03,"She, she, she is the owner and her name is Pulowi.","Ella, ella, ella es la dueña y se llama Pulowi.",,
00:44:17:00,00:44:18:17,She is the owner of the animals.,Ella es la dueña de los animales.,,
00:44:18:17,00:44:20:24,To fish you have to ask for permission.,Para pescar hay que pedirle permiso.,,
00:44:21:03,00:44:21:27,You have to do a,Hay que hacerle un,,
00:44:21:27,00:44:27:15,"ritual and all that, because fish are marine cattle
and those are her flocks.","ritual y todo eso, porque los peces son ganado marino
y esos son los rebaños de ella.",,
00:44:28:01,00:44:31:20,"So
when the fishermen hit them with a harpoon","Entonces
cuando los pescadores le dan con un arpón",,
00:44:31:21,00:44:34:17,"or a hook and a fishmonger, they are cured there.","o un anzuelo y un pescaderio, los cura allí.",,
00:44:35:08,00:44:38:09,That place that is on the cabo.,Ese lugar que está en el cabo.,,
00:44:38:10,00:44:40:15,"From here,","De aquí,",,
00:44:41:27,00:44:44:02,They are tombs...,son tumbas…,,
00:44:47:13,00:44:49:14,and then in the,y entonces en el,,
00:44:49:15,00:44:52:03,"sea, in the cape, these are the jepira
a mythological place","mar, en el cabo, estos son los jepira

un lugar mitológico",,
00:44:52:04,00:44:57:05,"in the cape, the children there in the cape,","en el cabo, los niños allá en el cabo,",,
00:44:57:09,00:44:58:03,"this is there in the cape,","esto es allá en el cabo,",,
00:44:59:23,00:45:01:15,"This is Bahia Onda, this is Bahia Onda, a place too, this","este es bahía onda, este es bahía onda un lugar también, este",,
00:45:01:16,00:45:04:28,It was a tour of all of Guajira.,fue un recorrido por toda la Guajira.,,
00:45:05:02,00:45:09:14,"in the Macuira, the Macuira","en la Macuira, la Macuira",,
00:45:11:15,00:45:11:29,"Ah, this is a","Ah, este es un",,
00:45:11:29,00:45:13:18,"mythical place, this was,","lugar mítico, este era,",,
00:45:14:05,00:45:16:06,She was the first Wayuú woman.,era la primera mujer wayú.,,
00:45:16:07,00:45:17:28,"One of the first women,","Una de las primeras mujeres,",,
00:45:17:29,00:45:20:17,"I had a dentated vagina, she","tenía la vagina dentada, no",,
00:45:20:18,00:45:23:28,"Couldn’t have relations with anyone,
could not be reproduced","podía tener relaciones con ningún,
no se podía reproducir",,
00:45:24:13,00:45:26:21,and some wayuú twins,y unos gemelos wayuú,,
00:45:27:03,00:45:31:15,"they shot them with an arrow
and all her teeth were blown out.","le tiraron con una flecha
y le volaron todos los dientes.",,
00:45:31:16,00:45:34:24,"So, that is a very beautiful myth.","Entonces, ese es un mito muy bello.",,
00:45:34:25,00:45:35:12,"It's called Wolunka,","Se llama Wolunka,",,
00:45:36:10,00:45:38:10,Wolunka the woman with,Wolunka la mujer de,,
00:45:38:11,00:45:39:24,the toothed vagina.,la vagina dentada.,,
00:45:41:14,00:45:43:17,"This is the stone that I tell you,","Este es la piedra que yo te digo,",,
00:45:43:18,00:45:44:16,"Aalasü,","Aras,",,
00:45:44:17,00:45:47:09,"There are all the irons, chlamys,
emblems, look at them,","ahí están todos los hierros, clámides,
los emblemas, velos,",,
00:45:47:10,00:45:50:11,"They are there,

Are they there?
Written there, there they are. Yeah.","Ahí están,

¿Ahí están?
Escritos ahí, ahí están. Sí.",,
00:45:50:13,00:45:53:15,"Oh, yeah. and does","Oh, sí. ¿y hace",,
00:45:54:00,00:45:55:17,"many years?
Many, of course.","muchos años?
Muchos, claro.",,
00:45:55:17,00:46:00:14,"It's a thing that in time,
In mythological time no, they do not have a date,","Es una cosa que en el tiempo,
en el tiempo mitológico no, no tienen una fecha,",,
00:46:00:15,00:46:01:26,but in mythical time.,sino en el tiempo mítico.,,
00:46:01:27,00:46:04:03,"Yes Aalasü,","Si Aras,",,
00:46:04:04,00:46:07:03,"Aalasü, the stone of the marks, that remains","Aras, la piedra de las marcas, eso queda",,
00:46:08:18,00:46:10:04,"close to Siapana,","cerca a Siapana https://www.semana.com/impacto/articulo/siapana-un-proyecto-modelo-y-sostenible/37200/,",,
00:46:10:05,00:46:12:24,"near a place called Wuipa,","cerca a un lugar llamado Wuipa,",,
00:46:14:04,00:46:16:05,Wuipa,Wuipa,,
00:46:17:27,00:46:20:08,It's about six hours from here by car.,queda como a unas seis horas de aquí en carro.,,
00:46:22:10,00:46:27:01,"It is a beautiful place,
but it is a fundamental place for","Es un lugar bello,
pero es un lugar fundamental para los",,
00:46:27:02,00:46:28:21,Wayuú in the world of myth.,wayú en el mundo del mito.,,
00:46:37:06,00:46:37:26,All that,Todo ese,,
00:46:37:26,00:46:39:13,route,recorrido,,
00:46:42:10,00:46:44:20,and I don't know why not here,y no sé porque aquí no,,
00:46:44:21,00:46:49:19,"Did not come out, it should come out quickly my","salió, debería salir rápidamente mi",,
00:46:49:20,00:46:51:18,cemetery because it is there.,cementerio porque está ahí.,,
00:46:51:19,00:46:52:22,"Click here, download PDF.","A velo aquí, descargar PDF.",,
00:46:52:22,00:46:58:03,Charging.,Cargando.,,
00:46:58:04,00:46:59:05,We'll see.,Vamos a ver.,,
00:47:21:06,00:47:23:28,This same book in a more organized PDF.,Este mismo libro en PDF más ordenado.,,
00:47:23:29,00:47:25:02,Better.,Mejor.,,
00:47:25:11,00:47:28:09,"Look, here you have this photo,
I can send it to you by pdf,","Mira, aquí tienes esta foto,
yo te lo puedo mandar por pdf,",,
00:47:28:10,00:47:30:21,"but I don't know if you saw it, you already have it.","pero no sé si ustedes lo vieron, ya lo tienen.",,
00:47:31:03,00:47:35:16,"We already saw what we just showed ourselves,
but that's the same, but in","Ya vimos lo que nos acabamos de mostrar,
pero eso es lo mismo, pero en",,
00:47:36:13,00:47:37:22,"Book shape, right?","Forma de libro, ¿no?",,
00:47:37:22,00:47:39:27,"Book form, sure, but here it is,","Forma de libro, claro, pero aquí está,",,
00:47:40:29,00:47:41:16,Here you must,Aquí debe,,
00:47:41:16,00:47:43:12,"be the Cemetery,","estar el Cementerio,",,
00:47:43:13,00:47:45:26,I don't know why it didn't come out.,no sé por qué no salía.,,
00:47:47:11,00:47:48:26,"This is a mythological place,","Este es un lugar mitológico,",,
00:47:48:26,00:47:50:12,This is The Turtles of Pájara.,Este es Las tortugas de Pájara.,,
00:47:50:12,00:47:52:02,"This is my territory,","Este es mi territorio,",,
00:47:52:03,00:47:54:12,"where the Wayuú took up cattle,","en donde los wayú se hicieron al ganado,",,
00:47:55:03,00:47:57:20,"the cattle for the Wayuú came from the sea,","el ganado para los wayú vino del mar,",,
00:47:57:21,00:47:59:24,They were turtles that turned into cows,eran tortugas que se convertían en vacas,,
00:48:00:12,00:48:03:02,"and fish that turned into goats,","y peces que se convertían en cabras,",,
00:48:03:03,00:48:05:15,then one night they caught them,entonces una noche lo agarraron,,
00:48:05:16,00:48:06:18,and the,y los,,
00:48:07:08,00:48:08:13,they took and,tomaron y,,
00:48:08:13,00:48:10:28,"He converted them, and that is why they were able to have the animals.","los convirtió, y por eso pudieron tener los animales.",,
00:48:55:04,00:48:57:17,Here is my cemetery.,Aquí está mi cementerio.,,
00:49:05:02,00:49:09:05,"look here at the stone from another perspective,
the stone where all the marks are.","mira aquí la piedra desde otra perspectiva,
la piedra donde están todas las marcas.",,
00:49:12:07,00:49:13:04,Serrania of what?,¿Cerrania de que?,,
00:49:13:18,00:49:15:21,"This is in Aalasü,","Esto es en xxxx,",,
00:49:15:22,00:49:16:20,"this is,","esto esta,",,
00:49:16:20,00:49:18:15,"close to la Macuira,","cerca la xxxx,",,
00:49:18:23,00:49:19:17,"not in the Macuira,","no en la xxxx,",,
00:49:19:17,00:49:22:01,"But close. Yes, yes, close.","si no cerca. Si, sí, cerca.",,
00:49:22:29,00:49:25:16,This is here in Carrizales about an hour,Esto sí es aquí en carrizales. Esto está como a una hora,,
00:49:26:03,00:49:29:05,"and a half by car, easy to go.","y media en carro, fácil de ir.",,
00:49:33:01,00:49:36:16,"You have been telling me that the hills themselves,","Me han estado contando de que los cerros mismos,",,
00:49:36:17,00:49:39:24,"the symbols, the plants, they all have a story, right?","los símbolos, las plantas, todos tienen una historia,¿no?",,
00:49:40:00,00:49:41:02,Everything has a meaning.,Todo tiene un sentido.,,
00:49:41:02,00:49:43:05,What would one be like?,¿Cómo sería uno?,,
00:49:44:00,00:49:46:28,How could one capture that in film?,¿Cómo podría uno plasmar eso en cine?,,
00:49:46:29,00:49:50:21,"I mean, would it be someone telling the story more than anything?","Osea, ¿sería alguien contando la historia mas que todo?",,
00:49:50:22,00:49:55:17,"Yes, it would be good if someone told it with that in the background,
Someone would tell it with that in the background.","Sí, sería bueno que alguien lo contara con eso de fondo,
que alguien lo contara con eso de fondo.",,
00:49:56:04,00:50:00:20,"Yes, I'm trying to think of how
We can give our own voice.","Sí, estoy intentando pensar de cómo
podemos dar una voz propia.",,
00:50:00:21,00:50:01:12,That's correct,Así es,,
00:50:01:12,00:50:02:01,"to the thing, right?","a la cosa, ¿No?",,
00:50:02:02,00:50:05:02,"That's right, that's right.","Así es, así es así.",,
00:50:05:16,00:50:08:21,"Because they talk, because I know what they're talking about,
but it's hard","Porque hablan, porque yo sé de que habla,
pero es duro",,
00:50:08:22,00:50:11:18,sometimes show that.,a veces  mostrar eso.,,
00:50:11:24,00:50:12:23,"Of course, of course.","Claro, claro.",,
00:50:12:23,00:50:13:21,The grace is that there is a,La gracia es que haya una,,
00:50:13:21,00:50:16:17,history in each of those places.,historia en cada uno de esos lugares.,,
00:50:17:03,00:50:19:16,Cemeteries also speak to us.,Los cementerios también nos hablan.,,
00:50:20:13,00:50:23:23,"I'm sorry not, I don't know why I didn't find it,","Yo Lástima que no, no sé porque no encontré el,",,
00:50:24:12,00:50:26:05,the book the poem,el libro el poema.,,
00:50:26:06,00:50:31:25,"From this poem, from Vito Apshana, which was so beautiful, that","De este poema , de xxxx, que fue tan bello, que",,
00:50:32:10,00:50:35:24,It seems to me that that also has a huge power,"a mí me parece que también eso tiene una fuerza
muy grande.",,
00:50:37:13,00:50:40:19,"In fact, I think that would be a very good way to","De hecho, yo creo que eso sería muy buena manera de",,
00:50:42:06,00:50:46:08,"make the trees, the hills,
They speak in poems.","hacer que los árboles, los cerros,
hablan por poemas.",,
00:50:46:14,00:50:47:11,"Yes, it is","Sí, es",,
00:50:47:12,00:50:48:21,a little more abstract but oh well.,un poco más abstracto pero bueno.,,
00:50:48:21,00:50:51:08,"Let's see, let's see if I can find it.","Vamos a ver, vamos a ver si lo encuentro.",,
00:50:51:09,00:50:59:13,Ancient newcorners.,antiguos recién llegados.,,
00:51:09:04,00:51:10:26,"But here look,","Pero aquí mira,",,
00:51:10:26,00:51:12:17,"for example, this.",por ejemplo esto.,,
00:51:13:04,00:51:15:07,I wrote this column,Esta columna la escribí yo,,
00:51:15:08,00:51:17:22,and published it in El Espectador.,y la publique  en El Espectador.,,
00:51:17:23,00:51:19:23,"Look at it here, here is this part","Míralo aquí, aquí está esta parte",,
00:51:20:27,00:51:23:26,to explain the relationship of the Wayuú,para explicar la relación de los wayú,,
00:51:24:04,00:51:26:27,"with its land, with its cemetery,","con su tierra, con su cementerio,",,
00:51:26:28,00:51:30:09,"the place of belonging,","el lugar de pertenencia,",,
00:51:30:10,00:51:33:02,"because the Wayuú have a very beautiful notion,","porque los wayú  tienen una noción muy bella,",,
00:51:33:03,00:51:35:13,is the place of birth,está el lugar de nacimiento,,
00:51:35:14,00:51:39:19,"and there is a place of residence
I live here in Riohacha, but this does not belong to me.","y hay un lugar de residencia
yo vivo aquí en Riohacha, pero esto no me pertenece.",,
00:51:40:02,00:51:44:06,"My place of belonging is my cemetery,
that is the place in the world to which","Mi lugar de pertenencia es mi cementerio,
ese el lugar del mundo al cual",,
00:51:44:07,00:51:46:04,"I am assigned, assigned to","yo estoy asignado, adscrito a",,
00:51:46:05,00:51:47:21,that's the place.,ese el lugar.,,
00:51:48:01,00:51:50:01,"Then look at the poem it says,","Entonces mira en el poema dice,",,
00:51:51:19,00:51:53:19,"you were already born, they say","ya naciste, le dicen",,
00:51:54:02,00:51:56:19,"to a wayuú, you were already born","a un wayú, ya naciste",,
00:51:58:04,00:52:00:06,"and you were born the son of people,","y naciste hijo de gente,",,
00:52:01:00,00:52:03:21,"of the founders of Trocha del Cerro Epitsü,","de los fundadores de Trocha del Cerro Epitsü,",,
00:52:05:08,00:52:07:07,and you can go,y puedes irte,,
00:52:07:08,00:52:10:24,"and you may not come back, but you will always be there,","y puedes no volver, pero siempre estarás ahí,",,
00:52:12:02,00:52:14:04,next to the tree Mokoshira,junto al árbol Mokoshira,,
00:52:14:15,00:52:16:14,that surrounds your cemetery,que circunda tu cementerio,,
00:52:16:14,00:52:20:00,and there belongs your shadow and your rest.,y ahí pertenece tu sombra y tu descanso.,,
00:52:20:09,00:52:22:14,"Look at the beauty, ok,","Mira la hermosura, ósea,",,
00:52:22:15,00:52:26:29,"can move. When these
wind farms are arriving in La Guajira,","puede mudarse. Cuando estos
parque eólicos están llegando a la Guajira,",,
00:52:27:15,00:52:29:17,"they are wrong,","ellos están equivocados,",,
00:52:29:18,00:52:32:06,they talk to the people who are there,ellos hablan con las personas que están allí,,
00:52:32:26,00:52:36:11,"and they believe that those who are there are the owners,","y creen que los que están allí son los dueños,",,
00:52:36:12,00:52:40:08,and the owners may be far away because,y los dueños pueden estar lejos porque,,
00:52:41:11,00:52:43:29,"They can live anywhere in the world,","pueden vivir en cualquier lugar del mundo,",,
00:52:44:16,00:52:48:14,"but its territory is there,
that belongs to them, they are assigned there.","pero su territorio es ese,
que les pertenece, están asignados allí.",,
00:52:48:25,00:52:54:12,"The other could be a son,
but children have no right over the land.","El otro puede ser un hijo,
pero los hijos no tienen derecho sobre la tierra.",,
00:52:55:01,00:52:58:06,"Children only have the right
on the land of their mothers.","Los hijos  solo tienen derecho
sobre la tierra de sus madres.",,
00:52:59:04,00:53:02:05,"So a parent can leave them there.
as guardians.","Entonces un padre los puede dejar ahí
como guardianes.",,
00:53:02:14,00:53:04:28,"You take care, but you don't decide about it","Tú cuidas, pero no decides sobre el",,
00:53:04:29,00:53:06:09,territory.,territorio.,,
00:53:06:09,00:53:08:22,"I'm leaving, I am the owner of that territory,","Yo me voy, yo soy el dueño de ese territorio,",,
00:53:09:05,00:53:12:15,"then the son who remains there has the right to live,
but not to decide.","entonces el hijo que queda allí, tiene derecho de a vivir,
pero no a decidir.",,
00:53:13:03,00:53:15:02,So that's a bit of the conflict.,Entonces ese es un poco el conflicto.,,
00:53:15:03,00:53:19:24,"the conflict that is coming,

between the government and….
Of course,
because the companies arrive, oh","el conflicto que está llegando,
entre el gobierno y ….
claro,
porque llegan las empresas, ¡Ay",,
00:53:20:00,00:53:22:25,I spoke to the person who lives there! Wait a minute that's not,yo hablé con el que vive ahí!. Un momento eso no es,,
00:53:22:26,00:53:25:13,"the son’s, nor the grandson’s.","del hijo,ni del nieto.",,
00:53:25:26,00:53:28:23,"His territory is his mother's, not that one, he","El territorio de él es el de la mamá, no ese, él",,
00:53:29:08,00:53:34:01,"there he is taking care. And that's why there are so many conflicts,
for not understanding this.","ahí está cuidando. Y por eso hay tantos conflictos,
por no comprender esto.",,
00:53:34:13,00:53:38:14,"For me, the conflict with companies
and with all this topic","Es que para mí el conflicto con las empresas
y con todo este tema",,
00:53:38:15,00:53:43:01,"on the land, with the mining companies, with the companies
wind, is not understanding","sobre la tierra, con las mineras, con las empresas
eólicas, es no entender",,
