Start Time,End Time,EN,HI,Highlight,Comments,Speaker,Interview
"00:06:04,330","00:06:10,083",The relationship which Lord Krishna himself has explained to Arjun,रिश्ता जो साक्षात कृष्ण भगवान् ने अर्जुन को  खुद समझाया है,,,sadhu 2,sadhu 2
"00:06:10,557","00:06:19,353","He said that these are the relationships, after death your own relatives throw you out of the house, it doesn't even take two minutes.","बोले की ये जो रिश्ते हैं, मरने के बाद तुम्हारे खुद के रिश्तेदार ही तुम्हें घर से बाहर निकाल देते हैं, दो मिनट का समय भी नहीं लगता",,,sadhu 2,sadhu 2
"00:06:21,560","00:06:27,066",It didn't even take two minutes and people would mourn for a few days,दो मिनट भी नहीं लगते और लोग कुछ दिन शोक प्रकट करते थे,,,sadhu 2,sadhu 2
"00:06:28,066","00:06:33,286","Now in place of that grief, some people started giving place to addiction, this changed.","अब उस शोक की जगह कुछ आदमी नशे को जगह देने लगे, ये बदल गया",,,sadhu 2,sadhu 2
"00:06:35,655","00:06:41,268","Earlier it was not like this, there were no sources of intoxication, now there is a source of intoxication.","पहले ऐसा नहीं था, नशे का कुछ जरिया नहीं था, अब नशे का एक एक आदि है",,,sadhu 2,sadhu 2
"00:06:41,842","00:06:47,375","Just as there is a need for medicine in every house, there is also a drug addict in every house.",आपको जैसे हर घर में दवा की जरूरत है तो हर घर में नशेडी की भी है,,,sadhu 2,sadhu 2
"00:06:49,776","00:06:51,376",Earlier there were not drug addicts in every house,पहले हर घर में नशेडी नहीं थे,,,sadhu 2,sadhu 2
"00:06:52,562","00:06:57,762","If someone was wrong in the house, four members of the house would taunt him and correct him.",अगर एक कोई घर में हो जाता था तो चार घरवाले उसे ताना मारकर सुधार देते थे,,,sadhu 2,sadhu 2
"00:06:58,396","00:07:02,083",Used to bring him on the right path but now it is not so,उसे सही रास्ते पर ला देते थे लेकिन अब ऐसा नहीं है,,,sadhu 2,sadhu 2
"00:07:02,123","00:07:06,963","Now, if we show someone the right path, then no person is more wrong than us.",अब तो अगर हम किसी को सही रास्ता बताएंगे तो हमसे बड़ा कोई गलत आदमी नहीं है,,,sadhu 2,sadhu 2
"00:07:07,243","00:07:11,403","Interviewer: Baba, what is the right path?",interviewer: सही रास्ता क्या है बाबा,,,sadhu 2,sadhu 2
"00:07:11,723","00:07:22,228","The right path that I am telling you, whatever you love, I will tell you to do everything, and where you put obstacles will become the most loved.","सही रास्ता जो मैं आपको बोल रहा हूँ, आपको जो भी चीज़ प्रिय है, मैं आपको सब करने के लिए बोलूँगा, और जहाँ रुकावट डालेंगे वो सबसे प्रिय हो जाएगा",,,sadhu 2,sadhu 2
"00:07:23,768","00:07:31,928","That path is deteriorating, you are not able to understand that thing, and you are losing everything in a short time.","वही रास्ता बिगड़ रहा है, वो बात आपको समझ में नहीं आ रही है, और आप थोड़े में ही अपना सब कुछ खो रहे हो",,,sadhu 2,sadhu 2
"00:07:34,133","00:07:39,553","This is the biggest earning of karma, getting this body is the biggest earning of karma.","सबसे बड़ी कर्म की कमाई है, ये तन मिलना कर्म की ही बड़ी कमाई है",,,sadhu 2,sadhu 2
"00:07:40,579","00:07:52,386","You get it through great deeds, you don't get it just like that, because the one who made you a machine and made you sit here, you also made an equally big machine.","बड़े कर्मों से मिलता है, ऐसे ही नहीं मिलता क्योंकि आपको जिसने उसने मशीन बनाकर यहाँ बैठाया है, आपने भी इतनी ही बड़ी मशीन बनाई",,,sadhu 2,sadhu 2
"00:07:52,589","00:08:02,482","You, who are you, started flying airplanes even in the clouds, you started making airwaves, and started telling that it will rain today, today the wind will blow strong.","आप जो हैं बादल में भी हवाई जहाज़ उड़ाने लगे, आप आकाशवाणी बनाने लगे, और बताने लगे कि आज भारिश होगी, आज हवा तेज़ चलेगी",,,sadhu 2,sadhu 2
"00:08:02,580","00:08:11,800","If you start taking so much information from your machine, then the machine you have created is the same.",आप इतनी जानकारी अपनी मशीन से लेने लगे तो वैसे ही आपने जो अपनी मशीन बनाई है,,,sadhu 2,sadhu 2
"00:08:12,169","00:08:20,003","He has made a machine inside you, only when that machine works inside you, you can make this machine.","आपके अन्दर उसने मशीन बनाई है, जब वो मशीन आपके अन्दर की काम करती है तब ही ये मशीन को आप बना सकते हो",,,sadhu 2,sadhu 2
"00:08:21,427","00:08:33,430","This is the right path, but see today, tell anyone now, he will say that there is a lot of tension, hey, if there is tension, will it go away by drinking alcohol?","ये सही रास्ता होता है, लेकिन आज देखिए, अभी किसी को बोलो वो कहेगा बहुत टेंशन है, अरे टेंशन है तो क्या दारु पीने से ख़त्म हो जाएगी ?",,,sadhu 2,sadhu 2
"00:08:35,198","00:08:39,624",Will it end by smoking cigarettes? It is very important to resolve tension,क्या सिगरेट पीने से ख़त्म हो जाएगी? टेंशन को हल करना बहुत ज़रूरी है,,,sadhu 2,sadhu 2
"00:08:41,361","00:08:50,934","If one wants to solve that tension properly for the right reasons, it will not be able to solve it because the number of those who do not do so is more.",सही वजह से अगर उस टेंशन को सही तरह से हल करना चाहेगा तो हल भी नहीं कर पाएगा क्योंकि संख्या न करनेवालों की ज्यादा है,,,sadhu 2,sadhu 2
"00:08:51,472","00:08:56,899","And the number of solutions became very small, down to just a tiny count.","और हल करने वाली संख्या बहुत कम हो गई, बिलकुल थोड़ी सी गिनती के बराबर हो गई",,,sadhu 2,sadhu 2
"00:08:57,665","00:09:06,561","So where will you be able to walk, where will we be able to take you, you will not be able to walk, it is very easy to say but very difficult to do.","इसलिए कहाँ चल पाएगा, कहाँ हम आपको ले पाएंगे, आप नहीं चल पाएंगे, कहना बहुत आसान है पर करना बहुत मुश्किल है",,,sadhu 2,sadhu 2
"00:09:07,301","00:09:09,988","Interviewer: Nothing will change now, is everything spoiled?",interviewer:अब कुछ नहीं बदलेगा सब खराब हो चुका है ?,,,sadhu 2,sadhu 2
"00:09:10,028","00:09:18,461","baba: All this automatically, now Kaliyuga has shown its effect, and you are under its influence, understand.","baba: ये सब अपने आप अब कलयुग ने अपना असर दिखाया है, और आप उनके असर में हैं, समझे",,,sadhu 2,sadhu 2
"00:09:18,981","00:09:28,881","Kaliyuga has shown its effect, Kaliyuga speaks (someone interrupted from behind and a cross talk is going on in last few seconds)","कलयुग ने अपना असर दिखाया है, कलयुग की वाणी है (someone interrupted from behind and a cross talk is going on in last few seconds)",,,sadhu 2,sadhu 2
"00:09:30,108","00:09:35,168",This is the effect of Kalyug and Kalyug is showing its effect.,ये कलयुग का असर है और कलयुग अपना असर दिखा रहा है,,,sadhu 2,sadhu 2
"00:09:36,581","00:09:37,381",there is nothing else,और कुछ नहीं है,,,sadhu 2,sadhu 2
"00:09:40,448","00:09:44,454","Sin is from us, virtue is from us, everything is from us","हमारे से ही पाप है हमारे से ही पुण्य है, सब कुछ हमारे से ही है",,,sadhu 2,sadhu 2
"00:09:45,534","00:09:48,344","Interviewer: Baba, what is the life of a saint like?",interviewer: बाबा ये साधु का जीवन कैसा होता है ?,,,sadhu 2,sadhu 2
"00:09:48,371","00:09:58,231",baba: The greatest life of a saint is the one which I have told you that if he is a true devotee then he should have no connection with this earth.,baba: साधू का जीवन सबसे बड़ा वही है जो बताया है आपको कि अगर सच्चा भगत है तो उसका इस धरती से कोई वास्ता नहीं होना चाहिए,,,sadhu 2,sadhu 2
"00:09:58,446","00:10:10,443","It is not that you are taking the support of any ashram, or taking the support of anything else, you are eating and living and have made your accounts.","ये नहीं कि आप किसी आश्रम का सहारा ले रहे हो, या किसी और चीज़ का सहारा लेकर आप खा रहे हो और जी रहे हो और अपना हिसाब किताब बनाया है",,,sadhu 2,sadhu 2
"00:10:10,470","00:10:11,403",it doesn't matter,ये कोई बात नहीं है,,,sadhu 2,sadhu 2
"00:10:12,379","00:10:24,177","The real devotee is the one who has to search for everything every day, we are from Kashi here, we have uprooted so much of who we are from these people.","असली भगत वही है उसका कि हर चीज़ उसको रोज़ ढूंढनी पड़ती है, हम यहीं काशी के हैं, हमने ये जो हैं, इतने उखड़वाए हैं इन लोगों से",,,sadhu 2,sadhu 2
"00:10:24,904","00:10:30,198",That our hairs were down to our feet but people uprooted them and made it look like this,कि हमारे बाल नीचे पैर तक थे लेकिन लोगों ने उखाड़ - उखाड़कर इतने से कर दिए,,,sadhu 2,sadhu 2
"00:10:30,571","00:10:40,484","So some remained but some did not, these things should not be said, this is our birthplace and people from our country as well as from abroad come here.","तो कुछ तो रह गए पर कुछ नहीं रहे, ये बाते कहनी नहीं चाहिए, ये हमारी जन्मभूमि है और हमारे देश के साथ-साथ विदेश के आदमी यहाँ आते हैं",,,sadhu 2,sadhu 2
"00:10:40,831","00:10:42,544",but they do this,लेकिन ये ऐसा करते हैं,,,sadhu 2,sadhu 2
"00:10:43,924","00:10:50,283","They don't let the right person live, when you live with them properly then you will be happy.","ये सही आदमी को रहने नहीं देते हैं, इनके साथ जब तुम ढंग से रहोगे तब सुखी रह सकोगे",,,sadhu 2,sadhu 2
"00:10:50,497","00:10:57,684","Now this is our karma, we can neither fight with you nor do anything, we are troubled from both the sides.","अब हमारा तो ये कर्म है, न तुमसे लड़ सकते हैं न कुछ कर सकते हैं, दोनों तरफ से परेशान हैं",,,sadhu 2,sadhu 2
"00:10:58,087","00:11:08,877",But we are troubled because you do not know that there are some like us who are keeping..,लेकिन हम परेहान इसलिए हैं कि तुम जानते नहीं हो कि कुछ हमारे जैसे ही हैं जिनकी वजह से,,,sadhu 2,sadhu 2
"00:11:09,551","00:11:11,151",The destruction of this earth on hold,इस धरती का विनाश रुका हुआ है,,,sadhu 2,sadhu 2
"00:11:11,451","00:11:22,334","If there were no people like us, this earth would have been destroyed long ago, but now there are some, they are left, but neither can you understand them.","अगर हमारे जैसे नहीं होते न तो इस धरती का कब का नास हो गया होता, लेकिन अभी कुछ हैं, बचे हुए हैं, लेकिन न तो उनको आप समझ सकते हो",,,sadhu 2,sadhu 2
"00:11:22,359","00:11:33,311","Neither do you have that much time, because since birth your time is busy only in eating, only in your lust, you will just remain busy in that and go away.","न आपके पास इतना समय है, क्योंकि आपका समय जन्म से बस खाने में लगा है, बस आपकी हवस में लगा है, आप उसी में बस लगे रहोगे और चले जाओगे",,,sadhu 2,sadhu 2
"00:11:33,572","00:11:36,858","I don't care about you, just leave us",आपसे कोई मतलब नहीं बस हमको छोडो,,,sadhu 2,sadhu 2
"00:11:37,178","00:11:40,985","After this, now you understand, finish it, it is not right to speak too much.","इसके बाद अब आप समझ जाइए, ख़त्म कर दीजिए, ज्यादा बोलना सही नहीं है",,,sadhu 2,sadhu 2
"00:11:41,058","00:11:57,764","Interviewer: We will not talk about this, we will talk about something else, tell us about kashi . they says that here even death is celebrated as a celebration because it is also God's decision and tell us about the soul that the soul, Where does it go?","interviewer: इसके ऊपर नहीं बात करेंगे किसी और चीज़ के ऊपर बात करेंगे, बाबा काशी के बारे में बताइए कहते हैं कि यहाँ मौत को भी जश्न की तरह मनाया जाता है क्योंकि यह भी भगवान् का ही निर्णय है और आत्मा के बारे में बताइए कि आत्मा कहाँ जाती है ?",,,sadhu 2,sadhu 2
"00:11:57,789","00:12:01,599","baba: That soul, it is for that soul only that the celebration is celebrated here.","baba: वही आत्मा, उस आत्मा के लिए ही यहाँ जश्न मनाया जाता है",,,sadhu 2,sadhu 2
"00:12:01,739","00:12:12,282","Because this is such a place, such a place where whoever sets his feet here, his soul will find peace.","क्योंकि ये ऐसी जगह है, ऐसा स्थान है जहाँ जिसने अपने पैर रख दिए, तो यहाँ उसकी आत्मा को सुकून मिल जाएगा",,,sadhu 2,sadhu 2
"00:12:12,307","00:12:22,123","You left this soil and died somewhere else, in your village, in your country.","आप ये मिटटी छोड़कर के कहीं और, अपने गाँव में मर गए, अपने देश में मर गए",,,sadhu 2,sadhu 2
"00:12:22,264","00:12:30,893","So the soul will not get as much peace as it will get from this soil, that is why this soil has been named Kashi.","तो आत्मा को उतनी शान्ति नहीं मिलेगी जितनी इस मिटटी से मिलेगी, इसीलिए इस मिट्टी का नाम काशी रखा गया है",,,sadhu 2,sadhu 2
"00:12:31,247","00:12:38,994",That's why he has given us an opportunity to correct our deeds on this earth.,इसलिए हमारे तुम्हारे कर्मों को सुधारने का एक मौका रखा है उसने इस धरती पर,,,sadhu 2,sadhu 2
"00:12:39,095","00:12:42,762","That after earning our karma, we come back as something.",की कर्म को कमाकर फिर हम वापस कुछ बनकर आएं,,,sadhu 2,sadhu 2
"00:12:43,995","00:12:45,088",do you understand,समझ रहे हो,,,sadhu 2,sadhu 2
"00:12:45,975","00:12:49,281","Interviewer: So Kashi has a lot of importance in Hindu religion? baba: Yes, it is","interviewer: तो हिन्दू धर्म में काशी की बहुत मान्यता है ?
baba: हाँ, ये है",,,sadhu 2,sadhu 2
"00:12:49,328","00:12:56,055",baba: The biggest specialty of Hindu religion is that you can look at any religion.,baba: हिन्दू धर्म में जो सबसे बड़ी विशेषता की बात है वो ये है कि कोई धर्म देख लीजिये आप उठाकर,,,sadhu 2,sadhu 2
"00:12:56,102","00:13:02,815","It is only in this that one who has not done even a single action ahead of religion, leave aside the rest.","इसमें ही है की जिसने एक भी कर्म धर्म से आगे आकर न किया हो, बाकी की तो बात छोड़ ही दीजिये आप",,,sadhu 2,sadhu 2
"00:13:03,108","00:13:14,802","Leave aside the rest, what is bigger than God himself coming and staying here and a flying thing came for him from the sky and he went in it.","बाकी बात तो छोड़ दीजिए, इससे बड़ा क्या है जो स्वयं भगवान् आकर यहाँ रहे और उनके लिए उड़नखटोला आया आकाश से और वो उसमें चले गए",,,sadhu 2,sadhu 2
"00:13:15,189","00:13:21,788",Is there anyone else like it in the whole world? That is why this is Kashi. That's why it is their heaven,ऐसा कोई दूसरा पूरे विश्व में है? इसीलिए ये काशी है | इसीलिए उनकी जन्नत है,,,sadhu 2,sadhu 2
"00:13:21,842","00:13:30,715","Here many of your sins are forgiven, do you think how many sins can be liberated by taking a bath in Ganga once?","यहाँ तुम्हारे बहुत से पाप को माफ़ कर दिया जाता है, आप सोचते हैं एक बार गंगा नहाने से कितने पापों से मुक्ति मिल सकती है ?",,,sadhu 2,sadhu 2
"00:13:30,796","00:13:41,056","The more you clean your mind and take a bath, the more your sins will be washed away, but your mind is not clean and your sins go away along with you.","आप जितना अपने मन को स्वच्छ करके नाहा लें, उतने पाप धुल जाएंगे आपके, पर मन स्वच्छ नहीं हो पाता है आपका और पाप साथ ही चले जाते हैं",,,sadhu 2,sadhu 2
"00:13:42,016","00:13:46,956","You just clear your mind, Jai Ho","आप अपने मन को स्वच्छ कर लीजिए बस, जय हो",,,sadhu 2,sadhu 2
"00:00:00,038","00:00:02,392",baba: discussing something to someone else,baba: discussing something to someone else,,,kashi baba,kashi baba
"00:00:06,925","00:00:07,772",baba: har har,baba: हर हर,,,kashi baba,kashi baba
"00:00:13,899","00:00:15,132","yes, Mahadev",हाँ महादेव,,,kashi baba,kashi baba
"00:00:15,842","00:00:17,336","interviewer: Baba, Namaskar","interviewer:बाबा, नमस्कार",,,kashi baba,kashi baba
"00:00:17,361","00:00:18,122","Baba: Namaskar, brother.",Baba: नमस्कार भाई,,,kashi baba,kashi baba
"00:00:18,496","00:00:24,408",interviewer: please tell us something about yourself in a brief introduction that what is your name...,"interviewer: बाबा आप अपने बारे में बताएंगे, थोडा सा एक छोटा सा इंट्रोडक्शन दे दीजिए कि आपका नाम...",,,kashi baba,kashi baba
"00:00:24,433","00:00:25,736",baba: my name is Kashi Baba,baba:my name is Kashi Baba,,,kashi baba,kashi baba
"00:00:25,762","00:00:27,269","interviewer: we will
talk in Hindi Baba: Ok","interviewer: हम हिंदी में बात करेंगे
Baba: ठीक है",,,kashi baba,kashi baba
"00:00:27,362","00:00:33,645","Baba: My name is Kashi Baba, I live in Manikarnika Maha Shamshan (cemetery) and that is my job.","Baba: हमारा नाम काशी बाबा है, हम मणिकर्णिका महाशमशान में रहते हैं,और ये हमारा कर्म है",,,kashi baba,kashi baba
"00:00:34,685","00:00:43,538","people who comes to me, I explain all the things related to this place about what happens here and why it happens and that this place is known as Manikarnika Maha Shamshan (cemetery)","जो भी लोग आते हैं, उनको यहाँ के विस्तार में बताते हैं जो, यहाँ क्या होता है, क्यों होता है, ये मणिकर्णिका महाशमशान है",,,kashi baba,kashi baba
"00:00:44,525","00:00:50,751","People come here to attain salvation, but only one who has done his karma attains salvation.","लोग यहाँ मोक्ष प्राप्ति के लिए आते हैं, लेकिन जिसका कर्म होता है, वही मोक्ष को प्राप्त होता है",,,kashi baba,kashi baba
"00:00:51,935","00:00:56,548","Interviewer: What is the meaning of salvation
baba:This is a great crematorium, karma is worshiped here.","interviewer: मोक्ष का क्या मतलब है
baba: ये महा शमशान है, कर्म की पूजा होती है यहाँ",,,kashi baba,kashi baba
"00:00:58,042","00:01:01,382",If the karma is not pure then will one attain salvation? Where will it come from?,"कर्म शुद्ध ही नहीं हैं तो क्या वो मोक्ष को प्राप्त हो जाएगा, कहाँ से होगा",,,kashi baba,kashi baba
"00:01:04,097","00:01:07,810",Karma is the most important thing in this crematorium.,ये शमशान के अन्दर कर्म ही सबसे बड़ा प्रधान है,,,kashi baba,kashi baba
"00:01:09,864","00:01:17,101","If the karma is not pure, then how can one attain salvation, it has to come and go again.","अगर कर्म शुद्ध नहीं है, तो मोक्ष कहाँ से प्राप्त होगा, उसको फिर आना है और जाना है",,,kashi baba,kashi baba
"00:01:19,742","00:01:21,555",have to wander in the births and deaths,योनी में भटकना है,,,kashi baba,kashi baba
"00:01:21,968","00:01:27,437","Interviewer: Brother, please calm down for two minutes, I have to take a small interview, just for two minutes.","interviewer: भैया, दो मिनट के लिए शान्ति कर दीजिए , एक छोटा सा इंटरव्यू लेना है, बस दो मिनट के लिए",,,kashi baba,kashi baba
"00:01:27,724","00:01:30,104",Baba: you can go from here,baba: इधर से निकल जाओ,,,kashi baba,kashi baba
"00:01:30,346","00:01:34,039","Interviewer: You were telling about karma, how should we do karma?","interviewer: आप कर्म के बारे में बता रहे थे, हमें कैसे कर्म करने चाहिए ?",,,kashi baba,kashi baba
"00:01:34,086","00:01:35,579",baba: Means keep the soul pure,baba: मतलब कि आत्मा शुद्ध रखो,,,kashi baba,kashi baba
"00:01:38,364","00:01:43,830","This karma is born from here, not from Maya and material.","ये कर्म यहाँ से पैदा होता है, माया और मटेरियल से पैदा नहीं होता है",,,kashi baba,kashi baba
"00:01:46,087","00:01:52,340","To keep our karma pure, we have to do good deeds, and the more good deeds we do, the more results we will get.","कर्म शुद्ध रखने के लिए अच्छे कर्म करने होते हैं, और जितना कर्म अच्छा करेंगे उतना हमको फल मिलेगा",,,kashi baba,kashi baba
"00:01:52,642","00:01:54,255",Interviewer: But people keep running after Maya.,interviewer: लेकिन लोग तो माया के पीछे ही भागते रहते हैं,,,kashi baba,kashi baba
"00:01:54,322","00:02:04,034","baba: Maya is because it is an illusion, it will get heavier, and as it gets heavier, the more the effect of Kaliyuga will fall on it.","baba: माया इसलिए क्यूंकि illusion है न वो, वो तो भारी होता जाएगा, और जैसे-जैसे भारी होता जाएगा वैसे वैसे कलयुग का प्रभाव ज्यादा पड़ता जाएगा उनके ऊपर",,,kashi baba,kashi baba
"00:02:05,791","00:02:14,567","That is why four eras have been created - Satyayuga, Dwaparayuga, Tretayuga, Kaliyuga, why were they created, that is why you can wander in them.","इसीलिए चार युग बनाए गए हैं न - सतयुग, द्वापरयुग, त्रेतायुग, कलयुग, क्यों बनाए गए, इसीलिए बनाए गए कि इसी में भटको",,,kashi baba,kashi baba
"00:02:17,988","00:02:27,686","Gave 94 to you, kept 6 with himself, why he kept 6?  so that you remain lost in it","94 आपको दे दिए, 6 अपने पास रखे हुए हैं, क्यूँ 6 रखे हैं ? ताकि उसी में तुम लुप्त रहो",,,kashi baba,kashi baba
"00:02:31,145","00:02:38,218","And the one who attains those 6 attains salvation, but not everyone attains those 6.","और जो उन 6 को पा जाता है, वो मोक्ष को प्राप्त होता है, तो वो 6 सबको नहीं मिलते हैं",,,kashi baba,kashi baba
"00:02:40,748","00:02:46,988","One has to enter inside it, one has to meet the soul and God.","इसके अन्दर घुसना होता है, आत्मा और परमात्मा से भेंट करनी होती है",,,kashi baba,kashi baba
"00:02:47,371","00:02:49,965",Interviewer: But the illusion pulls us towards itself.,interviewer: लेकिन जो माया है वो हमको खींचती है अपनी तरफ,,,kashi baba,kashi baba
"00:02:50,338","00:03:00,964","baba: That is why the mind is fickle, why the mind has been created, the mind is fickle, just like a monkey, it wanders, jumps and jumps, just like this the mind is fickle.","baba: इसीलिए मन चंचल है, मन को क्यूँ बनाया गया है, मन चंचल है, जैसे बन्दर होता है, भटकता है, कूदता है फांदता है , ठीक इसी तरह मन चंचल है",,,kashi baba,kashi baba
"00:03:01,375","00:03:07,788","The mind also runs, so both the mind and Maya are the same, it pulls towards itself.","मन भी दौड़ता है, तो मन और माया दोनों ही एक समान है, वो अपनी तरफ खींचती है",,,kashi baba,kashi baba
"00:03:08,254","00:03:15,214","But to control it, we have to struggle with it, we have to fight with it.","लेकिन उसको कण्ट्रोल करने के लिए उससे जूझना होता है, उससे लड़ना होता है",,,kashi baba,kashi baba
"00:03:15,861","00:03:19,387","Even if he goes somewhere and overcomes it, he does not get everything.","तब कहीं जाकर के वो पार पा सकता है, तो सब नहीं मिलता है उसको",,,kashi baba,kashi baba
"00:03:20,701","00:03:26,554","Interviewer: Baba,like this is Hindu religion, what is the specialty of Banaras in this Hindu religion?","interviewer: बाबा जो ये हिन्दू धर्म है, इस हिन्दू धर्म में बनारस की क्या विशेषता है ?",,,kashi baba,kashi baba
"00:03:27,187","00:03:35,204","baba: Whatever is in Banaras is juice, everything is juice here, that is why it is called Banaras.","baba: बनारस में जो है रस ही रस है, यहाँ सब रस है, इसीलिए इसको कहा गया है बनारस",,,kashi baba,kashi baba
"00:03:37,125","00:03:42,139","When Lord Shankar came here, when Lord Vishnu came here, they did penance here for 60 thousand years.","भगवान् शंकर जब यहाँ आए, भगवान् विष्णु जब यहाँ आए तो 60 हज़ार वर्ष इन्होने यहाँ तपस्या की",,,kashi baba,kashi baba
"00:03:43,565","00:03:45,105",60 thousand years,60 हज़ार वर्ष,,,kashi baba,kashi baba
"00:03:45,539","00:03:54,083","And with his Chakra he created that Chakrapushkarni, Manikarnika Kund, and that Kund is filled with the sweat of Lord Vishnu.","और अपने चक्र से वो वो चक्र्पुश्करनी बनाई, मणिकर्णिका कुंड, और भगवान् विष्णु के पसीने से वो कुंड भरा हुआ है",,,kashi baba,kashi baba
"00:03:55,211","00:04:03,396","So when Mother Parvati and Lord Shankar came for a visit, they saw that there was a pond here, but there was nothing in it.","तो माता पार्वती और भगवान् शंकर जब घूमने के लिए चले आए, भ्रमण के लिए, तब उन्होंने देखा यहाँ तो कुंड है, यहाँ तो कुछ भी नहीं था",,,kashi baba,kashi baba
"00:04:06,163","00:04:13,429","So when Lord Shankar and Mother Parvati go to meditate, then Lord Shankar's gem falls, and along with it the earring of Mother Parvati also fell.","तो भगवान् शंकर और माता पार्वती याचमन करने के लिए जाते हैं, तो शंकर भगवान् की मणि गिर जाती है, और साथ ही माता पार्वती का कुंडल",,,kashi baba,kashi baba
"00:04:14,252","00:04:26,042","When they started searching and did not find it, then Lord Vishnu says, it is cursed, keep something here which will make a big place in the belief of Hindu religion.","जब वो खोजने लगते हैं तो मिलता नहीं है, तो भगवान् विष्णु कहते हैं, ये श्रापित है, यहाँ कुछ ऐसा रखिए जो हिन्दू धर्म की मान्यता में बहुत बड़ी जगह बनाए",,,kashi baba,kashi baba
"00:04:27,479","00:04:33,932","Which is the biggest pilgrimage site among the pilgrimage sites, then Lord Shankar named it Manikarnika Ghat.","जो तीर्थ स्थलों में सबसे बड़ा तीर्थ स्थल हो, तो भगवान् शंकर ने इसका नाम रखा मणिकर्णिका घाट",,,kashi baba,kashi baba
"00:04:35,449","00:04:41,496","Mani-Karnika and Ghat, then the name of Chakrapushkarni changed to Manikarnika.","मणि-कर्णिका और घाट, तो चक्रपुष्करनी का नाम मणिकर्णिका में बदल गया",,,kashi baba,kashi baba
"00:04:41,752","00:04:45,892","So whenever any pilgrimage site comes here, the biggest pilgrimage is Manikarnika.",तो जब भी यहाँ कोई तीर्थस्थल आता है तो सबसे बड़ा तीर्थ मणिकर्णिका है,,,kashi baba,kashi baba
"00:04:46,326","00:04:52,386","Interviewer: It is said that Manikarnika is the biggest pilgrimage center of India.
Baba: Yes, the pilgrimage among pilgrimages.","interviewer: बोला जाता है कि भारत का सबसे बड़ा तीर्थस्थल मणिकर्णिका है
baba: हाँ, तीर्थों में तीर्थ",,,kashi baba,kashi baba
"00:04:53,843","00:04:55,323",Interviewer: Because salvation is attained here,interviewer: क्योंकि यहाँ पर मोक्ष की प्राप्ति होती है,,,kashi baba,kashi baba
"00:04:56,690","00:05:06,935","baba: People come here for religious activities, that is why people perform body rites, people who come here to die.","baba: यहाँ लोग धर्म कर्म के लिए आते हैं, इसी लिए देह संस्कार जो लोग करते हैं, जो लोग यहाँ मरने के लिए आते हैं",,,kashi baba,kashi baba
"00:05:07,616","00:05:09,556",to attain salvation,मोक्ष को प्राप्त करने के लिए,,,kashi baba,kashi baba
"00:05:09,868","00:05:21,456","But what about many people that they have come here to die, and are lying in old age ashram, Moksh Bhawan or Mukti Bhawan, but it is not written there that they have to die in Kashi.","लेकिन बहुत से लोगों का क्या है कि आए हैं यहाँ पर मरने के लिए, और वृद्ध आश्रम में, मोक्ष भवन में या मुक्ति भवन में पड़े हुए हैं, लेकिन वहां ये नहीं लिखा है की इनको काशी में मरना है",,,kashi baba,kashi baba
"00:05:22,990","00:05:30,797","This is because if their soul is not pure, then how will they attain salvation?  Where will one attain salvation?","ऐसा इसलिए क्योंकि उनकी आत्मा शुद्ध नहीं है, तो मोक्ष प्राप्ति कहाँ से होगी? मोक्ष की प्राप्ति कहाँ से होगी?",,,kashi baba,kashi baba
"00:05:33,644","00:05:40,694","From here people go somewhere else, it was found out that after going there and leaving the body, it was not written  that you will get salvation in Kashi.","यहाँ से लेकर फिर लोग जाते हैं कहीं और, पता लगा कि वहां जाकर शरीर छोड़ दिया, तो कशी में लिखा हुआ नहीं था की तुमको मोक्ष मिले",,,kashi baba,kashi baba
"00:05:40,907","00:05:52,383",Interviewer: Living people come here to attain salvation.  Tell us about how important it is to attain salvation in Hindu religion and people want to spend their last days in Banaras and die here only.,interviewer: जिंदा लोग यहाँ पर मोक्ष की प्राप्ति के लिए आते हैं. इस बारे में बताइए कि कितना ज़रूरी है हिन्दू धर्म में मोक्ष की प्राप्ति और लोग चाहते हैं कि अपना आखिरी वक्त वो बनारस में ही बिताएं और यहीं पर बनारस में ही मारें,,,kashi baba,kashi baba
"00:05:52,516","00:06:02,799","baba: But not everyone can come, people come, those who believe, those who know that we will attain salvation in Kashi.","baba:लेकिन सब तो नहीं आ सकते हैं, लोग आते हैं, जो लोग मानते हैं, जो लोग जानते हैं कि काशी में हमें मोक्ष की प्राप्ति होगी",,,kashi baba,kashi baba
"00:06:03,850","00:06:13,563","So people come here from all over, some are in Mukti Bhawan, some are in Moksh Bhawan, some are in Sadhu Bela Ashram, there are many ashrams built like this.","तो लोग बाहर-बाहर से चले आते हैं यहाँ, कोई मुक्तिभावन में है, कोई मोक्ष भवन में है, कोई साधू बेला आश्रम में है, तो इसी तरह कई आश्रम बने हुए हैं",,,kashi baba,kashi baba
"00:06:14,017","00:06:21,090","People come, months, fifteen days, twenty days, thinking that now it is our last time, let's go to Kashi.","लोग आते हैं, महीने, पंद्रह दिन, बीस दिन, सोचते हैं कि अब हमारा आखिरी समय है, चलो काशी",,,kashi baba,kashi baba
