,Start Time,End Time,EN,ES,Highlight,Comments,Interview
4837,00:11:36:23,00:11:39:02,we can also see that feature,también podemos ver esa característica,,,Neko urbana
4838,00:11:39:03,00:11:42:16,"of the high guajira, Punta Colombia, the Punta Colombia of the","de como de la alta guajira, de la Punta Colombia del",,,Neko urbana
4839,00:11:42:28,00:11:46:12,from the point that it is quite far from here,desde el punto que está bastante lejos de acá,,,Neko urbana
4840,00:11:46:13,00:11:50:21,"we have been going down,
that is why our culture, our nation,","hemos venido bajando,
por eso nuestra cultura, la nación,",,,Neko urbana
4841,00:11:50:27,00:11:55:20,"has already reached much further south,","ya ha llegado mucho más hacia el sur,",,,Neko urbana
4842,00:11:56:10,00:12:01:28,"and in that, let's say","y en esa, digamos que",,,Neko urbana
4843,00:12:03:02,00:12:03:13,in that,en esa,,,Neko urbana
4844,00:12:03:13,00:12:06:17,way of coming down from the top to the bottom,forma de venir bajando desde lo alto hacia lo bajo,,,Neko urbana
4845,00:12:07:18,00:12:12:05,"has been given through the practice of
of being semi-nomadic","se ha dado mediante la práctica
de ser semi nómada",,,Neko urbana
4846,00:12:12:19,00:12:15:06,because our grandparents and ancestors,porque nuestros abuelos y ancestros,,,Neko urbana
4847,00:12:16:19,00:12:18:26,were behind,iban detrás,,,Neko urbana
4848,00:12:19:04,00:12:21:23,from where the rain was prosperous.,de donde la lluvia era prospera.,,,Neko urbana
4849,00:12:22:21,00:12:26:01,"And so when there was a drought in a place,","Y así cuando en un lugar había sequía,",,,Neko urbana
4850,00:12:26:02,00:12:29:13,They immediately searched for the place where the rain was,"ellos enseguida
buscaban el lugar donde estaba la lluvia.",,,Neko urbana
4851,00:12:29:14,00:12:32:16,Then and then they passed that point,Entonces y luego pasaban ese punto,,,Neko urbana
4852,00:12:33:02,00:12:37:14,"and when here the rain ended
passed by and went after it.","y cuando acá la lluvia terminaba
pasaban y se iban detrás de eso.",,,Neko urbana
4853,00:12:37:25,00:12:41:03,"But the point where they knew they had arrived,","Pero el punto donde ellos sabían que habían llegado,",,,Neko urbana
4854,00:12:41:15,00:12:45:07,"that point already belongs to them,
then it ends up being a waypoint.","ese punto ya les pertenece a ellos,
entonces termina siendo un punto de recorrido.",,,Neko urbana
4855,00:12:46:06,00:12:50:08,"And there is a moment
As far as they can go,","Y hay un momento
Hasta donde ellos puedan llegar,",,,Neko urbana
4856,00:12:50:28,00:12:53:28,as being,como siendo,,,Neko urbana
4857,00:12:54:02,00:12:54:25,migrants.,migrantes.,,,Neko urbana
4858,00:12:54:26,00:12:59:01,"Somehow, behind the rain,
comes to a point where they decide","De alguna manera, detrás de la lluvia,
llega un punto donde ya deciden",,,Neko urbana
4859,00:12:59:02,00:13:01:15,"return to the point of origin, to the starting point.","regresar al punto de origen, al punto de inicio.",,,Neko urbana
4860,00:13:02:13,00:13:07:01,"So, to get to that point
or those points where they","Entonces, para llegar a ese punto
o esos puntos donde ellos",,,Neko urbana
4861,00:13:07:02,00:13:10:27,"they are positioning themselves, they are leaving","van ubicándose, van dejando",,,Neko urbana
4862,00:13:12:16,00:13:15:03,"inheritance, they are leaving","herencia, van dejando",,,Neko urbana
4863,00:13:15:04,00:13:18:19,"children, they are leaving other people behind, so","hijos, van dejando otras personas, entonces así",,,Neko urbana
4864,00:13:20:01,00:13:24:00,those points become points on a route,esos puntos se convierten en puntos de una ruta,,,Neko urbana
4865,00:13:27:19,00:13:30:16,"From a semi-nomadic community, from a community that is","de una comunidad semi nómada, de una comunidad
que esta",,,Neko urbana
4866,00:13:30:17,00:13:33:13,constantly traveling and on the move.,viajando constantemente en movimiento.,,,Neko urbana
4867,00:13:33:24,00:13:36:05,It's a bit of a spiral.,Es un poco como espiral.,,,Neko urbana
4868,00:13:37:20,00:13:39:06,Can you tell me a little bit about,Me puedes hablar un poco de,,,Neko urbana
4869,00:13:39:07,00:13:42:10,your intention of preserving the culture?,tu intención de preservación de la cultura ¿En,,,Neko urbana
4870,00:13:43:16,00:13:47:11,"how are you doing that, and what importance",qué manera estás haciendo eso y que importancia,,,Neko urbana
4871,00:13:47:12,00:13:50:13,"does it have to preserve that culture?""",tiene para preservar esa cultura?,,,Neko urbana
4872,00:13:50:14,00:13:52:17,On a personal level,En lo personal,,,Neko urbana
4873,00:13:52:26,00:13:57:03,I love very much,amo mucho,,,Neko urbana
4874,00:13:57:16,00:14:00:03,to be wayuu and part of this love,ser wayuu y parte de este amor,,,Neko urbana
4875,00:14:02:04,00:14:05:03,"by the identity that one has, it is,","por la identidad que uno tiene, es,",,,Neko urbana
4876,00:14:05:23,00:14:11:08,is to recover things that have been lost,es recuperar cosas que se han perdido,,,Neko urbana
4877,00:14:11:24,00:14:15:09,and things that are being lost due to different,y cosas que se están perdiendo por diferentes,,,Neko urbana
4878,00:14:16:14,00:14:18:01,reasons.,razones.,,,Neko urbana
4879,00:14:18:12,00:14:21:25,"We have one of those punctual reasons
that has caused us to lose,","Tenemos una de esas razones puntuales
que nos ha hecho perder,",,,Neko urbana
4880,00:14:22:08,00:14:26:21,"has been the need
to emigrate in search of opportunities.","ha sido la necesidad
de emigrar en busca de oportunidades.",,,Neko urbana
4881,00:14:27:10,00:14:31:19,"We have the specific cases of the Wayuu,
of the communities","Tenemos los casos puntuales de los wayuu,
de las comunidades",,,Neko urbana
4882,00:14:32:00,00:14:34:22,"who migrated to Venezuela, to the cities of Venezuela","que migraron a Venezuela, a las ciudades de Venezuela",,,Neko urbana
4883,00:14:35:01,00:14:38:12,"when they were at their peak,","cuando estaban en su punto de auge,",,,Neko urbana
4884,00:14:39:13,00:14:40:03,but when they,pero cuando ellos,,,Neko urbana
4885,00:14:40:03,00:14:42:22,"returned to the Guajira again, to the land,","regresaron a la Guajira nuevamente, a las tierras,",,,Neko urbana
4886,00:14:43:14,00:14:46:12,The generations that were born in Venezuela no longer spoke xxx.,"las generaciones que nacieron en Venezuela,
ya no hablaban xxx.",,,Neko urbana
4887,00:14:47:05,00:14:50:20,"So they would move in search of an opportunity, but that opportunity","Entonces ellos se movilizaban
en busca de una oportunidad, pero esa oportunidad",,,Neko urbana
4888,00:14:50:21,00:14:53:29,ends up harming them.,"le termina haciendo un daño,",,,Neko urbana
4889,00:14:54:00,00:14:58:02,"Like losing the language, speech, and another one as well","cómo perder la lengua, el habla y otro también",,,Neko urbana
4890,00:14:58:03,00:15:01:13,is that the territories and,es que los territorios y,,,Neko urbana
4891,00:15:03:01,00:15:05:11,globalization has also touched it,la globalización también lo ha tocado,,,Neko urbana
4892,00:15:05:29,00:15:07:06,and also,y también,,,Neko urbana
4893,00:15:09:20,00:15:12:13,In our territory it is sometimes necessary to go there,En nuestro territorio a veces es necesario salir,,,Neko urbana
4894,00:15:13:14,00:15:16:18,"to study, or for a god job","para allá, sea para estudiar,
ya sea para un buen trabajo",,,Neko urbana
4895,00:15:17:13,00:15:20:25,and in this way to look for opportunities outside,y en esa forma de buscar oportunidades afuera,,,Neko urbana
4896,00:15:21:13,00:15:24:00,we make it cause that damage,hacemos que cause ese daño,,,Neko urbana
4897,00:15:24:01,00:15:27:04,"I told you about earlier, of losing something",que te dije al principio de perder algo,,,Neko urbana
4898,00:15:27:05,00:15:28:06,from ourselves,de nosotros.,,,Neko urbana
4899,00:15:28:14,00:15:31:14,So there are many reasons,Entonces hay muchas razones,,,Neko urbana
4900,00:15:31:15,00:15:33:12,"for that loss. Also,","para esa pérdida. También,",,,Neko urbana
4901,00:15:33:12,00:15:38:05,"Also, the Wayuu society itself has lost certain values.","esta también
que la misma sociedad wayuu ha perdido ciertos valores,",,,Neko urbana
4902,00:15:38:21,00:15:44:02,"we have let ourselves be carried away by a thought
that is not like us","nos hemos dejado llevar por un pensamiento
que no es propio de nosotros",,,Neko urbana
4903,00:15:44:03,00:15:48:27,"because our culture is a collective culture
that does everything in collectivism.","porque nuestra cultura es una cultura colectiva
que hace todo en colectivismo.",,,Neko urbana
4904,00:15:49:14,00:15:50:08,Lately,Últimamente,,,Neko urbana
4905,00:15:51:15,00:15:52:25,already by,ya por,,,Neko urbana
4906,00:15:52:26,00:15:57:02,"the entries of large multinationals,","las entradas de las grandes multinacionales,",,,Neko urbana
4907,00:15:57:03,00:16:00:24,has caused the Wayuu to become selfish,ha hecho que los Wayuu entren a ser egoístas,,,Neko urbana
4908,00:16:01:10,00:16:04:05,and to the point where there is no more unity,y al punto donde ya no hay unidad,,,Neko urbana
4909,00:16:04:06,00:16:07:28,"and then that
causes conflicts between communities.","y entonces eso
causa conflictos entre las comunidades.",,,Neko urbana
4910,00:16:08:00,00:16:13:23,"The famous conflicts between clans
that among the Wayuu themselves they kill each other, for the sake of a good","Los famosos conflictos entre clanes
que entre los mismos Wayuu se matan, por un bien",,,Neko urbana
4911,00:16:14:12,00:16:18:08,or for the benefits that this can generate.,o por los beneficios que puede generar eso.,,,Neko urbana
4912,00:16:18:27,00:16:24:11,And while that is happening,Y mientras eso pasa ya,,,Neko urbana
4913,00:16:24:27,00:16:27:01,the way of teaching is also changing.,la forma de enseñar también va cambiando.,,,Neko urbana
4914,00:16:27:17,00:16:32:09,"It is no longer taught that you should love your neighbor
how it used to be taught,","Ya no se enseña que debes amar a tu prójimo
cómo se enseñaba antes,",,,Neko urbana
4915,00:16:32:20,00:16:36:02,"that you must have empathy first and foremost,
This is no longer taught.","que primero debes tener empatía, sobre todo,
ya no se enseña eso.",,,Neko urbana
4916,00:16:36:09,00:16:38:12,So the new generations are being born,Entonces las nuevas generaciones están naciendo,,,Neko urbana
4917,00:16:39:01,00:16:43:04,without having those values that were and had,sin tener esos valores que eran y que tenía,,,Neko urbana
4918,00:16:43:05,00:16:47:16,"our culture,
then the way of thinking is selfishness,","nuestra cultura,
entonces ya la forma de pensar es un egoísmo,",,,Neko urbana
4919,00:16:47:22,00:16:50:21,already everyone only assures,ya todo el mundo solamente asegura,,,Neko urbana
4920,00:16:52:03,00:16:52:14,what it is,lo que es,,,Neko urbana
4921,00:16:52:14,00:16:55:01,"own, what is yours and what you do not share with others.","propio, lo que es suyo y no comparte con otros.",,,Neko urbana
4922,00:16:55:15,00:16:57:21,there is no longer any empathy,ya no hay empatía,,,Neko urbana
4923,00:16:58:09,00:17:02:23,"And that also generates that among the Wayuu themselves, the same culture","y entonces eso también genera
que entre los mismos Wayuu, la misma cultura,",,,Neko urbana
4924,00:17:07:16,00:17:09:01,be generated,se genere,,,Neko urbana
4925,00:17:09:04,00:17:11:27,"that we also lose part of our identity,","que también perdamos parte de nuestra identidad,",,,Neko urbana
4926,00:17:13:10,00:17:16:08,"because already at this moment,","porque ya en estos momentos, ya",,,Neko urbana
4927,00:17:16:09,00:17:21:07,"The grandparents who sat in front of a bonfire to teach us, to tell us stories","los abuelos que se sentaban frente a una fogata
a enseñarnos, a contarnos cuentos",,,Neko urbana
4928,00:17:21:27,00:17:24:27,That used to generate reflection is no longer being done,"que generaban reflexión, ya no se está haciendo",,,Neko urbana
4929,00:17:26:09,00:17:30:01,and then there is no way to recover those values,y entonces no hay manera de recuperar esos valores,,,Neko urbana
4930,00:17:30:12,00:17:34:10,"Or a way of saying, 'Look, we are Wayuu, there is","o manera de decir mira que somos wayuu, no hay",,,Neko urbana
4931,00:17:34:11,00:17:38:22,no need to kill each other,"necesidad de matarnos entre nosotros,",,,Neko urbana
4932,00:17:39:08,00:17:43:04,"We want to do the work that the old man did,
our ancestors,","mediante queremos hacer esa labor que hacía el anciano,
nuestros ancestros,",,,Neko urbana
4933,00:17:43:05,00:17:46:06,"our grandfather, in front of a campfire,","nuestro abuelo, frente a una fogata,",,,Neko urbana
4934,00:17:46:07,00:17:48:21,"teaching the little boys, the young men","enseñándole a los muchachitos, a los jóvenes",,,Neko urbana
4935,00:17:50:02,00:17:54:14,"So that they always maintain that unity,
that love, that empathy.","Para que siempre mantengan esa unidad,
ese amor, esa empatía.",,,Neko urbana
4936,00:17:54:15,00:17:58:23,"We want to do that
through audiovisual creation,","Queremos hacer eso
mediante la creación audiovisual,",,,Neko urbana
4937,00:17:59:10,00:18:04:02,"through the short film, our short film,
that space to generate a reflection","mediante el cortometraje, nuestro cortometraje,
ese espacio para generar una reflexión",,,Neko urbana
4938,00:18:05:02,00:18:07:12,both the Wayuu person,tanto a la persona Wayuu,,,Neko urbana
4939,00:18:08:00,00:18:11:06,"as the outsider, the foreigner.","como a la persona de afuera, a la extranjera.",,,Neko urbana
4940,00:18:11:07,00:18:13:08,And I have had the opportunity to,Y he tenido la oportunidad de,,,Neko urbana
4941,00:18:13:21,00:18:16:10,to learn a little and I have come,de aprender un poco y he venido,,,Neko urbana
4942,00:18:16:11,00:18:18:25,doing interesting things.,haciendo cosas interesantes.,,,Neko urbana
4943,00:18:21:00,00:18:22:16,And it is the same thing that happens,Y es lo mismo que ocurre,,,Neko urbana
4944,00:18:22:16,00:18:27:12,"with writing,
with what I have been writing, it is","con la escritura,
con lo que he venido escribiendo, es",,,Neko urbana
4945,00:18:27:13,00:18:31:26,"a way to grasp this oral knowledge
and systematize it","una forma de agarrar esos conocimientos orales
y sistematizarlo",,,Neko urbana
4946,00:18:32:26,00:18:36:20,"Take it to a book,
because one of the advantages of an oral tradition","Llevarlo a un libro,
porque una de las ventajas de una tradición oral",,,Neko urbana
4947,00:18:36:21,00:18:41:04,"is that over time it gets lost or changed or then
is no longer there.","es que con el tiempo se pierde o se cambia o luego
ya no está.",,,Neko urbana
4948,00:18:41:27,00:18:44:04,And so let's say that in those two points,Y pues digamos que en esos dos puntos,,,Neko urbana
4949,00:18:44:05,00:18:46:19,I have concentrated more on contributing,me he concentrado más para aportar,,,Neko urbana
4950,00:18:48:23,00:18:54:04,to this Colombian identity.,a esta identidad de Colombia.,,,Neko urbana
4951,00:18:54:05,00:18:57:21,"You can quickly describe where we are now,","Puedes rápidamente describir donde estamos ahora,",,,Neko urbana
4952,00:18:57:22,00:19:01:21,"as in the urban house.
and the one in front of the ranchería.","como en la casa urbana
y la del frente de la ranchería.",,,Neko urbana
4953,00:19:02:01,00:19:04:13,"So where we are, it's going to be a little bit different.",Así que en donde estamos va a ser un poco diferente,,,Neko urbana
4954,00:19:07:00,00:19:11:17,and reflect the difference between the two.,y reflejar la diferencia que hay entre los dos.,,,Neko urbana
4955,00:19:12:23,00:19:16:26,"Well, in Manaure one calls it an urban zone,","Bueno, es que en Manaure uno le dice zona urbana,",,,Neko urbana
4956,00:19:17:26,00:19:21:21,practically all over La Guajira,prácticamente en toda La Guajira,,,Neko urbana
4957,00:19:21:23,00:19:25:12,"One calls it an urban area,
but it is really not so much urban as semi-urban.","Uno le dice zona urbana,
pero realmente no es tan urbana sino semi urbana.",,,Neko urbana
4958,00:19:26:29,00:19:30:23,"In this case, this house of ours
is in a village,","En este caso, esta casa de nosotros
esta en un poblado,",,,Neko urbana
4959,00:19:33:03,00:19:34:11,in the village,en el pueblo,,,Neko urbana
4960,00:19:34:12,00:19:38:02,"as we use the term to refer to it, but","como utilizamos el término para referirnos, pero",,,Neko urbana
4961,00:19:40:16,00:19:42:21,we have maintained,hemos mantenido,,,Neko urbana
4962,00:19:45:14,00:19:48:13,our ways of making traditional houses,nuestras formas de hacer casas tradicionales,,,Neko urbana
4963,00:19:48:27,00:19:52:22,"and for this space that is here
although it is in the urban zone, we call it an urban zone,","y por este espacio que esta acá
aunque está en la zona urbana, le decimos zona urbana,",,,Neko urbana
4964,00:19:53:00,00:19:56:00,"but really the house, the roof, everything","pero realmente la casa, el techo, todo",,,Neko urbana
4965,00:19:56:01,00:19:59:17,it's like something traditional still,es como algo tradicional todavía,,,Neko urbana
4966,00:19:59:23,00:20:01:23,"and therefore the differences,","y pues las diferencias,",,,Neko urbana
4967,00:20:01:24,00:20:07:16,"The difference is that in rural areas, there is no electricity, no power, no internet.","Diferencias es que en las zonas rurales
no hay electricidad, no hay energía, no hay internet",,,Neko urbana
4968,00:20:08:12,00:20:12:22,and that would be the only difference.,y esa sería la única diferencia.,,,Neko urbana
4969,00:20:13:18,00:20:16:06,"Well, that way there is also much less noise.","Bueno, así también hay mucho menos bulla también.",,,Neko urbana
4970,00:20:16:18,00:20:20:02,"Yes, there are also advantages","Si también hay ventajas, también",,,Neko urbana
4971,00:20:20:11,00:20:23:07,nature is more,la naturaleza está más,,,Neko urbana
4972,00:20:24:08,00:20:24:29,present in,presente en,,,Neko urbana
4973,00:20:24:29,00:20:28:03,rural areas than in urban areas.,las zonas rurales que en las zonas urbanas.,,,Neko urbana
4974,00:20:28:22,00:20:31:00,Can you describe who xxx is and,Puedes describir quien es xxx y,,,Neko urbana
4975,00:20:31:18,00:20:34:25,"What does it mean to you, to the Wayuu people?","que significa para ti, para la gente Wayuu?",,,Neko urbana
4976,00:20:36:05,00:20:40:07,xxx the word for xxx in spanish is madre tierra,xxx la palabra de xxx en castellano es madre tierra,,,Neko urbana
4977,00:20:41:11,00:20:43:29,or xxx can also mean only,o xxx también puede significar solamente,,,Neko urbana
4978,00:20:44:00,00:20:47:22,"a grain of sand,","tierra, un grano de arena,",,,Neko urbana
4979,00:20:48:27,00:20:52:23,"but it can also mean
or it can also be assimilated","pero también puede significar
o puede también asimilarse",,,Neko urbana
4980,00:20:54:01,00:20:56:04,"to say planet,","para decir planeta,",,,Neko urbana
4981,00:20:56:17,00:21:00:13,"because the name of this planet, planet Earth,","porque el nombre de este planeta, planeta Tierra,",,,Neko urbana
4982,00:21:00:29,00:21:03:23,is related to this concept.,está relacionado a ese concepto.,,,Neko urbana
4983,00:21:04:10,00:21:07:14,"So when we say xxx
We are not only referring to Mother Earth,","Por eso cuando decimos xxx
No solo nos referimos a la Madre Tierra,",,,Neko urbana
4984,00:21:07:15,00:21:10:14,but also to the planet itself.,sino también al planeta en sí.,,,Neko urbana
4985,00:21:10:15,00:21:14:24,"Then that
is the meaning of the word xxx","Entonces ese
es el significado de la palabra xxx",,,Neko urbana
4986,00:21:15:27,00:21:18:08,"and for us that is xxx, well xxx","y para nosotros que es xxx, pues xxx",,,Neko urbana
4987,00:21:18:09,00:21:21:11,is the mother of us.,es la madre de nosotros.,,,Neko urbana
4988,00:21:21:12,00:21:24:12,It has already been explained to them,Ya les habrán explicado,,,Neko urbana
4989,00:21:25:07,00:21:30:02,"that we, for us
our origin is in different generations.","que nosotros, para nosotros
nuestro origen se da en diferentes generaciones.",,,Neko urbana
4990,00:21:30:03,00:21:32:07,"First, they create",Primero crean,,,Neko urbana
4991,00:21:32:18,00:21:34:27,"or first, life arises",o primero surge la vida a,,,Neko urbana
4992,00:21:34:28,00:21:38:24,from light,partir de la luz,,,Neko urbana
4993,00:21:39:26,00:21:42:07,"that is born of the night, the darkness.","que nace de la noche, la oscuridad.",,,Neko urbana
4994,00:21:43:13,00:21:44:13,From that it is born.,A partir de eso nace.,,,Neko urbana
4995,00:21:44:13,00:21:46:16,"Then comes a generation, which is the generation","Luego viene una generación, que es la generación",,,Neko urbana
4996,00:21:48:01,00:21:50:18,of the elements,de los elementos,,,Neko urbana
4997,00:21:51:23,00:21:56:28,"and then the sacred places, then xxx","y luego los lugares sagrados, luego xxx",,,Neko urbana
4998,00:21:58:01,00:22:01:02,meet xxx,conoce a xxx,,,Neko urbana
4999,00:22:01:03,00:22:07:17,"Being rain, among them
there is a love affair and the fruit of that love affair are the plants,","Al ser lluvia, entre ellos
hay un amorío y fruto de ese amorío son las plantas,",,,Neko urbana
5000,00:22:07:18,00:22:09:22,large plants,las grandes plantas,,,Neko urbana
5001,00:22:09:23,00:22:12:12,and birds.,y las aves.,,,Neko urbana
5002,00:22:12:13,00:22:13:26,"But mother, xxx,","Pero madre, xxx,",,,Neko urbana
5003,00:22:13:27,00:22:17:04,felt sad because the plants were,se sentía triste porque las plantas eran,,,Neko urbana
5004,00:22:17:09,00:22:20:13,immobile.,inmóviles.,,,Neko urbana
5005,00:22:20:14,00:22:23:23,"I wanted children who were independent,
they thought,","Quería hijos que fueran independientes,
que pensaran,",,,Neko urbana
5006,00:22:24:18,00:22:25:12,And then,Y luego,,,Neko urbana
5007,00:22:27:06,00:22:28:26,had children.,tuvo hijos.,,,Neko urbana
5008,00:22:28:27,00:22:30:12,And that's where we went out. The,Y ahí salimos. Los,,,Neko urbana
5009,00:22:30:13,00:22:32:15,"human beings, the Wayuu.","seres humanos, los Wayuu.",,,Neko urbana
5010,00:22:32:16,00:22:36:12,"And so for our worldview, Mma is
our mother,","Y entonces para nuestra cosmovisión, xxx es
nuestra madre,",,,Neko urbana
5011,00:22:36:28,00:22:41:04,"the one that connects us, the one that has given us","la que nos conecta, la que nos ha dado",,,Neko urbana
5012,00:22:41:26,00:22:44:25,"practically everything, because if","todo prácticamente, porque si",,,Neko urbana
5013,00:22:44:26,00:22:48:18,"we ask ourselves where the things I have come from
or the things I consume","nos preguntamos de dónde vienen las cosas que tengo
o las cosas que consumo",,,Neko urbana
5014,00:22:49:09,00:22:52:27,come from mother earth.,vienen de la madre tierra.,,,Neko urbana
5015,00:00:01:01,00:00:04:24,"Sir, can you tell me your name and where you are from?","Señor, ¿me puede decir su nombre y de donde es?",,,salinero young
5016,00:00:04:25,00:00:07:22,I am. My name is Hamilton Sierra.,Yo soy. Me llamo Hamilton Sierra.,,,salinero young
5017,00:00:07:23,00:00:10:01,"I'm not from here
but my wife is from here, from Manaure.","Yo no soy de acá,
pero mi mujer es de aquí, de Manaure.",,,salinero young
5018,00:00:10:11,00:00:13:28,I am from there on the lower Magdalena coast.,Yo soy de allá de la costa del bajo Magdalena.,,,salinero young
5019,00:00:13:29,00:00:15:07,How long have you been working here?,¿Hace cuánto ha estado trabajando acá?,,,salinero young
5020,00:00:15:15,00:00:17:23,"Two years ago,","Hace dos años,",,,salinero young
5021,00:00:17:24,00:00:20:20,I'm here just learning the salt.,estoy aquí apenas aprendiendo la sal.,,,salinero young
5022,00:00:21:02,00:00:22:19,And how have you been learning?,¿Y qué tal has ido aprendiendo?,,,salinero young
5023,00:00:22:20,00:00:26:25,"Well thank God well, because of this
we live and from this we eat here and","Pues gracias a Dios bien, porque de esto
vivimos y de esto comemos acá y",,,salinero young
5024,00:00:27:25,00:00:29:04,I have done well,me ha ido bien,,,salinero young
5025,00:00:29:04,00:00:31:24,"thank God, I have already learned many things that I did not know about salt.","gracias a Dios, ya he aprendido muchas cosas que no sabía de la sal.",,,salinero young
5026,00:00:33:06,00:00:35:00,What have you learned?,¿Qué has aprendido?,,,salinero young
5027,00:00:35:01,00:00:37:13,I have learned to collect,"He aprendido a recoger,",,,salinero young
5028,00:00:38:08,00:00:41:28,"to load, I did not know, but here I have learned all that here.","a cargar, no sabía, pero acá todo eso lo he aprendido acá.",,,salinero young
5029,00:00:42:14,00:00:44:20,Okay.,Okay.,,,salinero young
5030,00:00:45:14,00:00:50:08,"And well, what is the difference in this job
to another job that you have done?","Y bueno, ¿cuál es la diferencia en este trabajo
a otro trabajo que has hecho?",,,salinero young
5031,00:00:50:26,00:00:54:09,The difference may be that this job is heavy for me.,Puede la diferencia es que este trabajo para mi es pesado.,,,salinero young
5032,00:00:55:01,00:00:57:09,"Yes, heavy.","Sí, pesado.",,,salinero young
5033,00:00:57:10,00:01:00:09,"I had never experienced salt, but I experienced it and","Nunca había experimentado la sal, pero la experimente y",,,salinero young
5034,00:01:01:15,00:01:02:17,from here,de acá,,,salinero young
5035,00:01:02:17,00:01:05:17,"you live from this here, you live from the salt.","se vive de esto de acá, se vive de la sal.",,,salinero young
5036,00:01:05:18,00:01:08:12,"Here, well, you don't want the rain to fall",Acá pues no se quiere que caiga lluvia,,,salinero young
5037,00:01:08:13,00:01:11:15,"because if it rains,
we won’t have a job, you understand?","porque si cae lluvia,
no hay trabajo de la sal, ¿me entiendes?",,,salinero young
5038,00:01:12:00,00:01:14:01,"So we need the weather to be, just as it is now,","Entonces necesitamos que este el clima, así como está ahora,",,,salinero young
5039,00:01:14:19,00:01:18:26,"that it´s breezy, that it’s clear, that the sun shines,
the more sun hits and breeze, the better for us.","que pegue brisa, que este despejado, que pegue sol,
entre más sol pegue y brisa mejor para nosotros.",,,salinero young
5040,00:01:18:27,00:01:22:18,"Because since we live from this, then","Porque como vivimos de esto, entonces",,,salinero young
5041,00:01:22:19,00:01:24:27,"We need the sun to shine, the breeze to run.","necesitamos que el sol pegue, que pegue brisa.",,,salinero young
5042,00:01:25:19,00:01:28:22,"Most people want it to rain, right?",la mayoría de gente quiere que llueva ¿no?,,,salinero young
5043,00:01:29:08,00:01:34:04,"If most people want it to rain, but then
if it rains we don't have resources to eat,","Si la mayoría de gente quiere que llueva, pero entonces
si llueve no tenemos recursos para comer,",,,salinero young
5044,00:01:34:07,00:01:37:11,"because if we don't take out the salt
We don't have anything to eat either.","porque si no sacamos la sal
tampoco tenemos para comer.",,,salinero young
5045,00:01:37:24,00:01:39:01,And how is it done?,¿Y cómo se hace?,,,salinero young
5046,00:01:39:02,00:01:42:14,How does salt get damaged by rain?,¿Como se daña la sal con la lluvia?,,,salinero young
5047,00:01:42:15,00:01:44:11,"Well... as it is,","Pues… así como está,",,,salinero young
5048,00:01:44:12,00:01:47:27,"if it’s in a part that is dry above, very little is washed,","si está en una parte que esta seca arriba, pues muy poco se lava,",,,salinero young
5049,00:01:48:06,00:01:52:21,"but if it is inside the pond, since the pond has no outlet, it is washed,","pero si está dentro de la charca, la charca no tiene salida de agua, se lava,",,,salinero young
5050,00:01:54:00,00:01:56:16,"it dissolves, it melts in a wash, it melts away.","se deshace, se derrite en un lavado, se va derritiendo.",,,salinero young
5051,00:01:58:03,00:02:00:14,"If if rains too hard, I mean, if it doesn’t rain that much","Sí el agua es mayor, si es casi medio poquito",,,salinero young
5052,00:02:01:04,00:02:05:21,it is not consumed.,"no se lava, no se consume.",,,salinero young
5053,00:02:05:26,00:02:09:02,Have you seen that there is a spirituality here as well?,¿Has visto que hay una espiritualidad acá también,,,salinero young
5054,00:02:09:10,00:02:11:28,related to salt or elements or not?,relacionado con la sal o con los elementos o no?,,,salinero young
5055,00:02:13:00,00:02:15:25,No.,No.,,,salinero young
5056,00:02:16:12,00:02:19:23,"And well, this here by the sea too
come the salt, right?","Y bueno, esto acá del mar también
vienen la sal, ¿no?",,,salinero young
5057,00:02:19:24,00:02:24:07,"Yes of course, because that's where they get the water from,
over there there is a little canal, that over there is","Sí claro, porque de ahí es de dónde sacan el agua,
por allá queda un canalito, eso por allá es",,,salinero young
5058,00:02:24:08,00:02:27:03,"a canal, that water falls there,","un canal, esa agua la tiran allá,",,,salinero young
5059,00:02:28:05,00:02:31:21,from there it takes a week or about fifteen days.,de ahí demora una semana o unos quince días.,,,salinero young
5060,00:02:31:22,00:02:33:28,To end up here.,De ahí viene para acá.,,,salinero young
5061,00:02:35:00,00:02:37:00,"It comes here and from here the salt goes,","Viene para acá y de aquí la sal se va,",,,salinero young
5062,00:02:38:06,00:02:41:00,it crystallizes here in the ponds,se va cristalizando aquí en las charcas,,,salinero young
5063,00:02:41:13,00:02:44:29,with the sun and the breeze. when it's ready,con el sol y la brisa. Cuando ya esta lista,,,salinero young
5064,00:02:45:00,00:02:49:15,"one comes, puts the shovel in it and if it is thick it is already good to pick it up.","uno viene, le mete la pala y si esta gruesa ya está buena para recogerla.",,,salinero young
5065,00:02:49:27,00:02:54:17,"One comes to pick up with the owner of
the pond, the water is removed again,","Se viene uno a recoger con el dueño de
la charcha, se saca el agua de nuevo,",,,salinero young
5066,00:02:55:07,00:02:57:23,it passes through the pond and collects the salt.,se pasa por la charca y se recoge la sal.,,,salinero young
5067,00:02:58:25,00:03:00:29,"And that, but it comes from..., why is it done like that?","Y eso, pero viene de…, ¿porque se hace así?",,,salinero young
5068,00:03:01:00,00:03:03:15,"It's done like this to make it dry, do you understand?","Se hace así para que se seque, ¿entiendes?",,,salinero young
