,Start Time,End Time,EN,ES,Highlight,Comments,Speaker,Interview
4795,00:51:28:19,00:51:32:12,"we have some allies,
a school just like this one, but for African drums
we have","tenemos unos aliados,
una escuela igual que está, pero de tambores africanos
nosotros tenemos",,,joaquin,Joaquin
4796,00:51:32:15,00:51:36:04,"and I have drums in there that have been given to us,
they are a school of drums","y yo tengo tambores allá adentro que nos han regalado,
son una escuela de tambores",,,joaquin,Joaquin
4797,00:51:36:19,00:51:40:13,"in La Boquilla, Cartagena, which are Afro drums.",en la boquilla de Cartagena que son tambores afros.,,,joaquin,Joaquin
4798,00:51:41:05,00:51:44:21,"and we have a project called School
of Knowledge of Cultural Rights.","y tenemos un proyecto que se llama Escuela
de Saberes de Derechos Culturales.",,,joaquin,Joaquin
4799,00:51:46:10,00:51:49:10,"With them, we create a cultural life plan",Con ellos armamos un plan de vida cultural,,,joaquin,Joaquin
4800,00:51:50:00,00:51:53:00,to maintain and preserve everything cultural.,para mantener y conservar todo lo cultural.,,,joaquin,Joaquin
4801,00:51:54:14,00:51:54:20,That's why I'm telling you,Por eso les digo a ustedes,,,joaquin,Joaquin
4802,00:51:54:20,00:51:57:23,I told my friend that not just anyone,les dije al amigo que no a cualquiera,,,joaquin,Joaquin
4803,00:51:58:14,00:52:01:13,"we let in, only those who do this,","lo dejamos entrar ninguno que no haga esto,",,,joaquin,Joaquin
4804,00:52:01:13,00:52:04:12,"Yes, yes, because it has value,","Si, si porque tiene un valor,",,,joaquin,Joaquin
4805,00:52:04:12,00:52:10:03,"not just money, but cultural value,
the value it has as a people","no tanto el dinero, sino el valor cultural,
el valor que tiene como pueblo",,,joaquin,Joaquin
4806,00:52:10:03,00:52:13:03,"which is ancient, what we have.",que es milenario lo que tenemos nosotros.,,,joaquin,Joaquin
4807,00:52:13:17,00:52:16:01,"Well, then we'll keep in touch,","Bueno entonces seguimos en contacto,",,,joaquin,Joaquin
4808,00:52:16:01,00:52:19:21,"We collaborate, and before publishing anything, first",Colaboramos y antes de publicar cualquier cosa primero,,,joaquin,Joaquin
4809,00:52:20:04,00:52:24:10,"Of course, with our name,
the address of a school here in La Guajira,","Claro, con nombre nosotros,
la dirección de una escuela ya en la Guajira,",,,joaquin,Joaquin
4810,00:52:25:00,00:52:28:00,"of course, exactly with our name","claro, exacto con el nombre de nosotros",,,joaquin,Joaquin
4811,00:52:28:04,00:52:30:05,"and yes, look","y si eso, mire",,,joaquin,Joaquin
4812,00:52:30:05,00:52:34:08,I'm also going to give you a photo,También le voy a regalar una foto,,,joaquin,Joaquin
4813,00:52:36:06,00:52:36:17,and a thousand more.,y mil.,,,joaquin,Joaquin
4814,00:52:36:17,00:52:39:16,"That's it,",Eso es,,,joaquin,Joaquin
4815,00:52:39:16,00:52:42:10,what I'm up to.,a lo que estoy.,,,joaquin,Joaquin
4816,00:52:42:10,00:52:45:10,You don't have to,No tiene que,,,joaquin,Joaquin
4817,00:52:49:05,00:52:52:05,do.,hacer.,,,joaquin,Joaquin
4818,00:52:56:23,00:52:59:02,It's good to start with the introduction and,Es bueno empezar a la introducción y,,,joaquin,Joaquin
4819,00:52:59:02,00:53:02:02,"Well,
it's a photo that I'm going to give you, a Polaroid.","Bueno,
es una foto que le voy a dar a usted un Polaroid.",,,joaquin,Joaquin
4820,00:53:02:02,00:53:04:12,"I don't know if you've seen it, but it shows...","No sé si la has visto, pero sale",,,joaquin,Joaquin
4821,00:53:06:13,00:53:09:12,"But before we do that,","Pero antes de que hacemos eso,",,,joaquin,Joaquin
4822,00:53:09:12,00:53:12:20,Can you say it again,usted puede decir de nuevo,,,joaquin,Joaquin
4823,00:53:12:20,00:53:15:20,Just so we make sure that,¿Solo para que aseguramos que,,,joaquin,Joaquin
4824,00:53:16:06,00:53:18:19,"Of course, where are we now?","claro, donde estamos ahora?",,,joaquin,Joaquin
4825,00:53:18:19,00:53:19:09,The school.,La escuela,,,joaquin,Joaquin
4826,00:53:19:09,00:53:22:14,And I say that in Wayuunaiki is fine too.,Y digo que en wayunaiki está bien también.,,,joaquin,Joaquin
4827,00:53:23:06,00:53:25:23,What do I have to say?,¿Que tengo que decir?,,,joaquin,Joaquin
4828,00:53:25:23,00:53:27:19,Just your name.,Simplemente tu nombre.,,,joaquin,Joaquin
4829,00:53:27:19,00:53:30:19,And that you authorize in the school.,Y que autorizo en la escuela.,,,joaquin,Joaquin
4830,00:53:30:19,00:53:33:01,In the school,En la escuela,,,joaquin,Joaquin
4831,00:53:33:01,00:53:35:16,which is what it's called here,que es lo como se llama aquí,,,joaquin,Joaquin
4832,00:53:35:16,00:53:40:07,"My name is such, we are in your school
in Uribia","Uribia mi nombre es tal, estamos en la escuela tuya
es en Uribia",,,joaquin,Joaquin
4833,00:53:40:13,00:53:44:08,"The date, and we are sharing a bit
of our knowledge.","la fecha y estamos compartiendo un poco
de nuestros conocimientos.",,,joaquin,Joaquin
4834,00:53:44:15,00:53:47:15,"Okay? Music, okay.",¿Ok? Música Okey.,,,joaquin,Joaquin
4835,00:53:47:20,00:53:49:04,Got it.,Listo.,,,joaquin,Joaquin
4836,00:53:49:04,00:53:51:19,"Well, my name is Joaquín Prince",Bueno mi nombre es Joaquín Prince,,,joaquin,Joaquin
4837,00:53:51:19,00:53:55:01,"from the Eirüku Jayariyu, and we are here",del eirüku jayariyu y estamos aquí,,,joaquin,Joaquin
4838,00:53:55:02,00:54:01:15,"at the traditional school ""Semillero Wayuu,"" Saüyepia Wayuu,

and sharing with you","en la escuela tradicional semillero Wayuu, Saüyepia wayuu
y compartiendo con ustedes",,,joaquin,Joaquin
4839,00:54:01:15,00:54:04:17,"the cultural richness through music, through","la riqueza cultural a través de la música, a través",,,joaquin,Joaquin
4840,00:54:04:17,00:54:07:17,the spirituality of our community.,de la espiritualidad de nuestra comunidad,,,joaquin,Joaquin
4841,00:54:07:18,00:54:10:17,"Well, thank you for this visit","Y bueno, gracias a ustedes por esta visita",,,joaquin,Joaquin
4842,00:54:10:17,00:54:15:04,"It's very good that you come, get to know
all this cultural legacy that we have.","muy bueno que vengan, conozcan
todo este legado cultural que tenemos nosotros",,,joaquin,Joaquin
4843,00:54:16:09,00:54:18:06,"As you can see, this is the space we have","Como ven, este el espacio que tenemos",,,joaquin,Joaquin
4844,00:54:18:06,00:54:21:23,"this is a sacred space for us,","este es un espacio sagrado para nosotros,",,,joaquin,Joaquin
4845,00:54:21:23,00:54:24:23,because here we maintain all the richness with spirituality,porque aquí mantenemos toda la riqueza con la espiritualidad,,,joaquin,Joaquin
4846,00:54:24:23,00:54:28:04,"of the Master Jorge Enrique,
who passed away, leaving us this legacy.","del señor Maestro Jorge Enrique,
que falleció, nos dejó ese legado",,,joaquin,Joaquin
4847,00:54:29:05,00:54:31:15,"And we want you to know it as well,",y nosotros queremos que ustedes conozcan también,,,joaquin,Joaquin
4848,00:54:31:15,00:54:34:15,that you take it far and get to know the school,que ustedes lo lleven lejos y conozcan la escuela,,,joaquin,Joaquin
4849,00:54:34:20,00:54:39:03,"that from where Colombia begins,
there is a school that is strengthening","que de donde comienza Colombia,
hay una escuela que está fortaleciendo",,,joaquin,Joaquin
4850,00:54:39:03,00:54:42:10,and preserving the richness of Wayuu music.,y manteniendo la riqueza de la música wayuu.,,,joaquin,Joaquin
4851,00:00:07:22,00:00:09:18,I find it very interesting,Encuentro muy interesante,,,neko,Neko urbana
4852,00:00:09:19,00:00:12:06,That the Wayuu people hardly have,eso de que los Wayuu casi no tienen,,,neko,Neko urbana
4853,00:00:12:16,00:00:13:12,A border.,frontera.,,,neko,Neko urbana
4854,00:00:13:12,00:00:15:22,"Yes, that's precisely it.","Sí, precisamente es eso.",,,neko,Neko urbana
4855,00:00:15:29,00:00:18:08,"Yes, precisely, this is the theory
and this is the practice.","Sí, precisamente esta es la teoría
y esta es la práctica.",,,neko,Neko urbana
4856,00:00:18:21,00:00:20:22,"So, I have both of them",Entonces yo tengo las dos,,,neko,Neko urbana
4857,00:00:20:27,00:00:23:21,"And sometimes, as always,
it's something that is said with pride.","y a veces, como siempre,
es como que uno dice con orgullo",,,neko,Neko urbana
4858,00:00:23:22,00:00:26:02,"it's not like my culture is binational,","no es que mi cultura es binacional,",,,neko,Neko urbana
4859,00:00:27:07,00:00:30:02,but that pride is something that truly costs.,"pero ese orgullo realmente en la realidad
es algo que cuesta.",,,neko,Neko urbana
4860,00:00:30:22,00:00:33:26,"I mean, for example, to me
I had my elementary school in Venezuela","O sea, por ejemplo, a mí
yo tenía mi primaria en Venezuela",,,neko,Neko urbana
4861,00:00:34:27,00:00:39:00,"when I came to Colombia I studied high school,
but with the Venezuelan documents and also","cuando vengo en Colombia estudié la secundaria,
pero con los documentos venezolanos y también",,,neko,Neko urbana
4862,00:00:39:03,00:00:42:11,"I have the Colombian,
I have both documents and when I finish","tengo el colombiano,
tengo los dos documentos y cuando termino",,,neko,Neko urbana
4863,00:00:42:12,00:00:43:29,the high school,la secundaria,,,neko,Neko urbana
4864,00:00:45:13,00:00:48:00,"that paper doesn't do me much good,","ese papel en el salón no me sirve mucho,",,,neko,Neko urbana
4865,00:00:48:01,00:00:50:01,"because i was hoping that, taking into account",porque yo esperaba que teniendo en cuenta,,,neko,Neko urbana
4866,00:00:50:05,00:00:52:25,"is also an idea from our culture, at least I would say","también es una idea de la cultura, al menos dijera",,,neko,Neko urbana
4867,00:00:53:03,00:00:57:01,Let's transfer the paperwork to the Colombian and cancel the Venezuelan.,"vamos a hacerle ese traspaso de papel al colombiano
y cancelamos al venezolano.",,,neko,Neko urbana
4868,00:00:57:23,00:01:02:08,"But bureaucracy does not allow
that and we are that,","Pero la burocracia no permite
eso y nosotros somos esa,",,,neko,Neko urbana
4869,00:01:03:09,00:01:04:18,we are a victim,somos víctima,,,neko,Neko urbana
4870,00:01:04:19,00:01:07:11,"of a border that we did not want to enter,
we did not put.","de una frontera que nosotros no quisimos entrar,
no pusimos.",,,neko,Neko urbana
4871,00:01:08:24,00:01:12:09,"So that's the other side of saying
I am binational,","Entonces esa es la otra cara de decir
soy binacional,",,,neko,Neko urbana
4872,00:01:13:14,00:01:15:27,is negative.,es negativo.,,,neko,Neko urbana
4873,00:01:19:02,00:01:22:10,"So yes, it could,
no problem, I could answer.","Así que sí, podría,
no hay problema, podría responder.",,,neko,Neko urbana
4874,00:01:22:27,00:01:28:00,"Well, first of all, let's start with which one?","Bueno, primero que todo, empecemos con cuál",,,neko,Neko urbana
4875,00:01:28:01,00:01:31:27,is your name and what you do.,es tu nombre y a que a qué te dedicas.,,,neko,Neko urbana
4876,00:01:31:28,00:01:32:29,"Well, what is your name?","Bueno, ¿cuál es tu nombre?",,,neko,Neko urbana
4877,00:01:32:29,00:01:36:06,Where are we and what do you do?,Dónde estamos y a que te dedicas?,,,neko,Neko urbana
4878,00:01:36:07,00:01:40:09,"Well, my name is Neko Agustin Pio.","Bueno, mi nombre es Neko Agustín Pío.",,,neko,Neko urbana
4879,00:01:41:15,00:01:44:29,"We were in Manaos, La Guajira, in the media guajira.","Estábamos en Manaos, La Guajira, en la media guajira",,,neko,Neko urbana
4880,00:01:47:06,00:01:48:03,And what do I do?,¿y a que me dedico?,,,neko,Neko urbana
4881,00:01:48:03,00:01:51:17,"Well, I'm involved in several things, in fact, things","Pues me dedico a varias cosas, de hecho, cosas",,,neko,Neko urbana
4882,00:01:52:02,00:01:56:27,"that are related to cultural conservation,
in this case,","que están relacionado a la conservación cultural,
en este caso,",,,neko,Neko urbana
4883,00:01:57:03,00:02:01:08,"in particular the culture to which I belong
me, which is the Wayuu culture.","en especial la cultura a la que pertenezco
yo, que es la cultura wayuu.",,,neko,Neko urbana
4884,00:02:02:00,00:02:03:15,"Then,","Entonces,",,,neko,Neko urbana
4885,00:02:04:00,00:02:06:17,"Precisely, I can say that I am dedicating myself",de forma puntual puedo decir que me estoy dedicando,,,neko,Neko urbana
4886,00:02:07:05,00:02:10:12,"to the creation of audiovisual content, producing short films.","a la creación de audiovisuales, creando cortometrajes",,,neko,Neko urbana
4887,00:02:10:29,00:02:14:03,"and to literature, writing,","y a la literatura, escribiendo,",,,neko,Neko urbana
4888,00:02:15:08,00:02:17:16,passing,pasando,,,neko,Neko urbana
4889,00:02:17:27,00:02:21:15,the oral story from our culture to writing.,el cuento oral de nuestra cultura a la escritura.,,,neko,Neko urbana
4890,00:02:22:05,00:02:26:02,"So it is also a way to
of systematizing knowledge","Entonces es una forma también
de sistematizar los conocimientos",,,neko,Neko urbana
4891,00:02:26:03,00:02:30:26,and wisdom that have been bequeathed to us by these people who,y la sabiduría que nos han legado este pueblo que,,,neko,Neko urbana
4892,00:02:31:21,00:02:36:10,that has been so difficult to continue.,que tanto ha tenido dificultades para continuar.,,,neko,Neko urbana
4893,00:02:36:11,00:02:38:18,"If you are, where are you writing,","Si estás, ¿en dónde estás escribiendo,",,,neko,Neko urbana
4894,00:02:39:17,00:02:41:29,putting that information?,poniendo esa información?,,,neko,Neko urbana
4895,00:02:42:24,00:02:44:00,"Now,","Ahora,",,,neko,Neko urbana
4896,00:02:44:01,00:02:46:21,for now I also write literary,por ahora también escribo obras,,,neko,Neko urbana
4897,00:02:48:05,00:02:52:15,"works, very personal, like my name.","literarias muy personales, como a mi nombre.",,,neko,Neko urbana
4898,00:02:52:16,00:02:57:28,"I have already had the opportunity to,
to publish two books,","Ya he tenido la oportunidad de,
de publicar dos libros,",,,neko,Neko urbana
4899,00:02:58:12,00:03:02:03,"one I worked as a collaborator and in another
because I worked in a way that","una trabajé como colaborador y en otro
pues trabajé de forma",,,neko,Neko urbana
4900,00:03:03:29,00:03:07:19,"Single, a single actor, in which","Único, un solo actor, en los cuales",,,neko,Neko urbana
4901,00:03:09:07,00:03:13:06,"have been my big accomplishments, writing.","han sido mis logros en grande, escribiendo.",,,neko,Neko urbana
4902,00:03:14:01,00:03:15:21,And also,Y también,,,neko,Neko urbana
4903,00:03:16:05,00:03:18:06,I am working with Wikipedia.,estoy trabajando con la Wikipedia.,,,neko,Neko urbana
4904,00:03:18:15,00:03:21:19,I am one of the collaborators who have,Soy uno de los colabores que tienen,,,neko,Neko urbana
4905,00:03:21:23,00:03:24:27,We are building Wikipedia on xxx ... it's official.,Estamos armando la Wikipedia en xxx … ya es oficial.,,,neko,Neko urbana
4906,00:03:25:04,00:03:26:29,We already have Wikipedia in xxx,Ya tenemos la Wikipedia en xxx,,,neko,Neko urbana
4907,00:03:27:27,00:03:29:27,and this is a project,y este es un proyecto,,,neko,Neko urbana
4908,00:03:29:28,00:03:33:14,that has given me the space for the things that I write about,que me ha dado el espacio para que las cosas que yo escribo,,,neko,Neko urbana
4909,00:03:34:01,00:03:38:25,"can be in a library, in this case
in a virtual library,","pueden estar en una biblioteca, en este caso
en una biblioteca virtual,",,,neko,Neko urbana
4910,00:03:39:06,00:03:41:19,And I have been able to write about,y he podido escribir más o menos,,,neko,Neko urbana
4911,00:03:42:08,00:03:44:19,five specific articles.,unos cinco artículos puntuales.,,,neko,Neko urbana
4912,00:03:44:20,00:03:50:08,"Well, tell me a little bit about your beliefs, that is","Bueno, me cuentas un poco de tu creencia, o sea",,,neko,Neko urbana
4913,00:03:51:15,00:03:55:25,"Where are you from?
that's what we're talking about, Nacional","de dónde eres?
ósea de esa cosa que hablamos, de Nacional",,,neko,Neko urbana
4914,00:03:56:03,00:03:58:24,from that border.,de esa frontera.,,,neko,Neko urbana
4915,00:04:00:03,00:04:03:26,"Well, more than a belief, it is a reality.","Bueno, pues más que un más que una creencia
es una realidad.",,,neko,Neko urbana
4916,00:04:03:27,00:04:05:19,The truth is a reality.,La verdad es una realidad.,,,neko,Neko urbana
4917,00:04:05:20,00:04:08:05,Today our culture,Hoy nuestra cultura,,,neko,Neko urbana
4918,00:04:10:08,00:04:11:29,is on the Colombian side,está del lado colombiano,,,neko,Neko urbana
4919,00:04:11:29,00:04:16:05,"and on the Venezuelan side
and that is to say that when it was","y del lado venezolano
y eso digamos que cuando se conformó",,,neko,Neko urbana
4920,00:04:16:21,00:04:18:29,"the border between Colombia and Venezuela was established,","se constituyó la frontera entre Colombia y Venezuela,",,,neko,Neko urbana
4921,00:04:20:11,00:04:22:01,It was not taken into account that there were,No se tuvo en cuenta que había,,,neko,Neko urbana
4922,00:04:22:01,00:04:27:01,"a culture that was divided
and this territorial division","una cultura que estaba dividida
y esa división territorial",,,neko,Neko urbana
4923,00:04:27:02,00:04:30:17,"caused a portion to remain in Colombia
and a portion in Venezuela.","causó que una parte quedara en Colombia
y una parte en Venezuela.",,,neko,Neko urbana
4924,00:04:31:06,00:04:33:16,But our culture as such,Pero nuestra cultura como tal,,,neko,Neko urbana
4925,00:04:33:17,00:04:36:25,"not visible, did not see that border","no visibiliza, no veía esa frontera",,,neko,Neko urbana
4926,00:04:37:18,00:04:43:19,"and that is why many of the Wayuu brothers and sisters still visit their
family members who are in that part and then the","y por eso muchos de los hermanos Wayuu aún visitan a sus
familiares que están en esa parte y luego los",,,neko,Neko urbana
4927,00:04:43:20,00:04:48:24,"who are there visit them here, and with time
had access difficulties,","que están allá los visitan acá, y con el tiempo
tuvieron dificultades de acceso,",,,neko,Neko urbana
4928,00:04:49:20,00:04:53:05,"but they managed to do, to go there and to come here","pero lograron hacer, de ir allá y venir acá",,,neko,Neko urbana
4929,00:04:54:03,00:04:58:11,and in that process,y en ese recurrir,,,neko,Neko urbana
4930,00:05:00:11,00:05:01:08,also,también,,,neko,Neko urbana
4931,00:05:01:09,00:05:05:22,"my family was at one time
in Venezuela","mi familia estuvo en un tiempo
en Venezuela",,,neko,Neko urbana
4932,00:05:06:18,00:05:09:09,"in search of opportunities, that one moment","en búsqueda de oportunidades, que un momento",,,neko,Neko urbana
4933,00:05:09:28,00:05:12:24,"this part of Colombia, La Guajira, its economy and its","esta parte de Colombia, la Guajira, su economía",,,neko,Neko urbana
4934,00:05:12:25,00:05:15:11,"Didn't depend on Colombia, but on Venezuela.","no dependía de Colombia, sino de Venezuela.",,,neko,Neko urbana
4935,00:05:16:23,00:05:20:05,"It's something, it's quite a situation,","Es algo, es una situación bastante,",,,neko,Neko urbana
4936,00:05:20:06,00:05:25:09,"as we would say, quite complicated.","bastante, como diríamos ahí, bastante complicado",,,neko,Neko urbana
4937,00:05:25:24,00:05:29:21,"depend on another country
and not depend on the country to which it belongs.","depender de otro país
y no depender del país que pertenece.",,,neko,Neko urbana
4938,00:05:30:09,00:05:33:26,"And in that, let's say in those decades,","Y en ese, digamos en esas décadas,",,,neko,Neko urbana
4939,00:05:34:01,00:05:37:06,"that La Guajira depended on Venezuela,
and was at its peak,","que La Guajira dependía de Venezuela,
y estaba en su punto de auge,",,,neko,Neko urbana
4940,00:05:37:26,00:05:40:19,my parents were,mis padres fueron,,,neko,Neko urbana
4941,00:05:40:20,00:05:42:28,to the neighboring country and there,al vecino país y allá,,,neko,Neko urbana
4942,00:05:44:08,00:05:47:11,"one thing that is very difficult
and one of the things there is","una cosa que es muy difícil
y una de las cosas que hay",,,neko,Neko urbana
4943,00:05:47:12,00:05:52:18,"is that indigenous people who do not speak
Spanish","es que a los indígenas que no hablan
castellano",,,neko,Neko urbana
4944,00:05:53:14,00:05:56:09,they find it difficult to understand the political issue,se les dificulta entender el tema político,,,neko,Neko urbana
4945,00:05:56:22,00:06:01:12,"and that's why the politicking, the candidates
political groups collect individuals, groups,","y por eso la politiquería, los candidatos
políticos recogen a personas, a grupos,",,,neko,Neko urbana
4946,00:06:01:13,00:06:07:08,"to the indigenous people, to the communities that don't have ID cards, they provide identification through","a los indígenas, a las comunidades que no tienen
cédula y les hace una cedulación por medio de",,,neko,Neko urbana
4947,00:06:08:18,00:06:11:13,"their contacts information, in this case from the Registrar's Office.","sus contactos, en ese caso de la Registraduría.",,,neko,Neko urbana
4948,00:06:12:07,00:06:18:00,And in this situation,Y en esa cuestión,,,neko,Neko urbana
4949,00:06:18:01,00:06:22:03,My parents have their Venezuelan ID card and also their Colombian ID card.,"mis padres tienen su cédula venezolana
y tiene también su cédula colombiana.",,,neko,Neko urbana
4950,00:06:22:20,00:06:25:00,"I was originally born here in Colombia,","Originalmente yo nací acá en Colombia,",,,neko,Neko urbana
4951,00:06:26:03,00:06:28:08,but my childhood was in Venezuela.,pero mi infancia fue Venezuela.,,,neko,Neko urbana
4952,00:06:28:09,00:06:30:08,So I was able to,Así pude,,,neko,Neko urbana
4953,00:06:30:21,00:06:33:15,"once when my parents came to Venezuela,","una vez cuando mis padres llegaron a Venezuela,",,,neko,Neko urbana
4954,00:06:34:19,00:06:39:00,"also obtained their documents
and I was also registered in Venezuela,","obtuvieron también sus documentos
y me registraron a mí también en Venezuela,",,,neko,Neko urbana
4955,00:06:39:18,00:06:44:11,"so also had this Venezuelan document
and with this document I studied","así tenía también ese documento venezolano
y con ese documento estudié",,,neko,Neko urbana
4956,00:06:45:14,00:06:48:06,and finished elementary school.,y terminé la primaria.,,,neko,Neko urbana
4957,00:06:48:07,00:06:51:03,When my parents went back to Colombia again,Cuando mis padres se volvieron otra vez a Colombia,,,neko,Neko urbana
4958,00:06:53:08,00:06:57:02,"To access education was very difficult, you know, starting from scratch.","para acceder a la educación
era muy difícil, me hago entender, iniciar de cero.",,,neko,Neko urbana
4959,00:06:57:18,00:07:00:29,"I was already 13 years old,
by then it was already very complicated for me","Ya yo tenía 13 años,
para entonces ya me resultaba muy complicado",,,neko,Neko urbana
4960,00:07:01:00,00:07:05:24,"start, burn the entire high school and what was done","iniciar, quemar todo el bachillerato y lo que se hizo",,,neko,Neko urbana
4961,00:07:05:25,00:07:10:15,"was, what I was allowed to do in school.","fue, lo que me permitieron en el colegio.",,,neko,Neko urbana
4962,00:07:10:26,00:07:12:01,"I was told,","Fue que me dijeran,",,,neko,Neko urbana
4963,00:07:12:02,00:07:16:06,"you can continue studying with the venezuelan school
as a foreigner here in Colombia,","puedes seguir estudiando con la escuela venezolana
como extranjero acá en Colombia,",,,neko,Neko urbana
4964,00:07:17:05,00:07:19:14,"which in due course I accepted,","lo cual es su momento acepte,",,,neko,Neko urbana
4965,00:07:20:18,00:07:23:00,having faith that in the future,teniendo fe de que en un futuro,,,neko,Neko urbana
4966,00:07:23:16,00:07:25:28,a paperwork transfer was to be made.,se iba a hacer un traspaso de papeleo.,,,neko,Neko urbana
4967,00:07:26:17,00:07:31:00,"That is to say, my document,
my Venezuelan studies will be transferred to the Colombian one","Es decir que mi documento,
mis estudios venezolanos se pasarán al colombiano",,,neko,Neko urbana
4968,00:07:31:29,00:07:35:29,"and I graduated four years ago
and this transfer has not been possible.","y ya me gradúe hace cuatro años
y ese traspaso no se ha podido.",,,neko,Neko urbana
4969,00:07:36:18,00:07:39:03,"Then,","Entonces,",,,neko,Neko urbana
4970,00:07:39:22,00:07:43:08,"I finished my high school with the Venezuelan
and in Colombia I was recognized as","terminé mi secundaria con la venezolana
y en Colombia pues me reconocieron como",,,neko,Neko urbana
4971,00:07:43:15,00:07:47:04,"as a Venezuelan high school graduate,
a foreign bachelor's degree.","como un bachiller venezolano,
un bachiller extranjero.",,,neko,Neko urbana
4972,00:07:48:02,00:07:52:11,"And then with the Colombian, this year it is
that I am taking a validation course","Y entonces con la colombiana, este año es
que estoy haciendo un curso de validación",,,neko,Neko urbana
4973,00:07:52:26,00:07:56:07,"to come back again,
studying and finishing high school","para volver otra vez,
estudiar y terminar el bachillerato",,,neko,Neko urbana
4974,00:07:56:27,00:07:59:04,and access to higher education,y acceder a la educación,,,neko,Neko urbana
4975,00:07:59:14,00:08:03:21,"as a Colombian citizen, which","superior como ciudadano colombiano, lo cual",,,neko,Neko urbana
4976,00:08:04:10,00:08:07:11,"so what I was saying just now,","entonces lo que decía ahorita,",,,neko,Neko urbana
4977,00:08:07:21,00:08:11:04,"one says with pride my people, my culture,","uno dice con orgullo mi pueblo, mi cultura,",,,neko,Neko urbana
4978,00:08:11:17,00:08:13:21,"my people, my Wayuu nation is binational,","mi gente, mi nación Wayuu es binacional,",,,neko,Neko urbana
4979,00:08:14:13,00:08:19:01,"But that pride, in reality, is something very abrupt.",pero ese orgullo en la realidad es algo muy brusco,,,neko,Neko urbana
4980,00:08:19:25,00:08:22:27,"and what I said I have the document, what I have,
and to date","y lo que decía tengo el documento, lo que tengo,
y hasta la fecha",,,neko,Neko urbana
4981,00:08:22:28,00:08:28:23,"I have not been able to access to study any
career because it is very difficult","no he podido acceder a estudiar alguna
carrera porque es muy difícil",,,neko,Neko urbana
4982,00:08:30:04,00:08:32:18,"to be, to be a...","ser, ser un…",,,neko,Neko urbana
4983,00:08:32:19,00:08:35:25,"to have ended up as a Venezuelan, although if there are","haber terminado como venezolano, aunque si hay",,,neko,Neko urbana
4984,00:08:36:15,00:08:41:19,"opportunities, but they are very scarce,
then not for me,","oportunidades, pero son muy escasas,
entonces para mí no,",,,neko,Neko urbana
4985,00:08:41:25,00:08:46:02,"is not favorable to me
and that's something that happened to me,","no me resulta favorable
y eso es algo que me pasó a mí,",,,neko,Neko urbana
4986,00:08:46:03,00:08:49:05,but it is also a situation that happens to hundreds,pero también es una situación que pasa a cientos,,,neko,Neko urbana
4987,00:08:50:00,00:08:52:12,of people here in La Guajira.,de personas de aquí en La Guajira.,,,neko,Neko urbana
4988,00:08:52:13,00:08:53:27,Well,Bueno,,,neko,Neko urbana
4989,00:08:54:06,00:08:57:04,tell me a little bit about for you,háblame un poco de para ti,,,neko,Neko urbana
4990,00:08:57:05,00:09:01:08,What does it mean to be a Wayuu?,¿qué significa ser wayuu?,,,neko,Neko urbana
4991,00:09:01:09,00:09:04:22,What does it mean to me to be Wayuu?,Para mí que significa ser Wayuu,,,neko,Neko urbana
4992,00:09:05:01,00:09:07:09,I believe that,yo creo que,,,neko,Neko urbana
4993,00:09:08:06,00:09:12:09,in that case that our culture has taught us that,en ese caso que nuestra cultura nos ha enseñado que,,,neko,Neko urbana
4994,00:09:14:08,00:09:17:02,our way of seeing life is in a spiral,nuestra forma de ver la vida es en espiral,,,neko,Neko urbana
4995,00:09:17:27,00:09:21:18,"and in this spiral we, life","y en ese espiral nosotros, la vida",,,neko,Neko urbana
4996,00:09:21:19,00:09:24:20,"existence, takes a journey,","misma, la existencia misma, hace un recorrido,",,,neko,Neko urbana
4997,00:09:25:17,00:09:29:04,"we have a beginning and that beginning, that origin, is what we","tenemos un inicio y ese inicio, ese origen es lo que",,,neko,Neko urbana
4998,00:09:30:07,00:09:32:07,is behind us,está detrás de nosotros,,,neko,Neko urbana
4999,00:09:32:08,00:09:36:01,"it is the case that if a
wayuu","sí es el caso, de que si un
wayuu",,,neko,Neko urbana
5000,00:09:38:12,00:09:41:18,"suppose he dies in Venezuela, his people,","supongamos que muere en Venezuela, su gente,",,,neko,Neko urbana
5001,00:09:41:19,00:09:44:22,"its root is going to look for it
and will bury him with his ancestors.","su raíz lo va a buscar
y lo va a enterrar con sus ancestros.",,,neko,Neko urbana
5002,00:09:45:12,00:09:47:16,"So, taking into account that way of thinking,","Entonces, teniendo en cuenta esa forma de pensar,",,,neko,Neko urbana
5003,00:09:48:18,00:09:53:02,"we also believe that there are things
that are previously destined","también creemos que hay cosas
que están previamente destinadas",,,neko,Neko urbana
5004,00:09:53:23,00:09:58:21,"and having that way of looking at life,","y teniendo esa manera de ver la vida,",,,neko,Neko urbana
5005,00:09:59:17,00:10:05:20,I think that each of us is placed at a point where we are going,"pienso que cada uno
estamos ubicados en un punto donde vamos",,,neko,Neko urbana
5006,00:10:06:08,00:10:09:15,"in some way to
make things interesting or make an impact,","de alguna manera a
hacer cosas interesantes o impactar,",,,neko,Neko urbana
5007,00:10:10:03,00:10:14:08,"where we go out, where xxx,","donde salgamos, donde xxx,",,,neko,Neko urbana
5008,00:10:15:10,00:10:17:29,where God places us,donde Dios nos ubique,,,neko,Neko urbana
